ApplNo	ApplType	ApplPublicNotes	SponsorName
083943	ANDA		DELCOR ASSET CORP
083944	ANDA		DELCOR ASSET CORP
083948	ANDA		BANNER PHARMACAPS
083965	ANDA		CHARTWELL RX
083972	ANDA		SUN PHARM INDUSTRIES
083973	ANDA		BANNER PHARMACAPS
083976	ANDA		BAUSCH
083978	ANDA		MYLAN
083982	ANDA		SUN PHARM INDUSTRIES
083997	ANDA		ALTANA
083999	ANDA		BARR
084001	ANDA		FERNDALE LABS
084003	ANDA		PUREPAC PHARM
084013	ANDA		SUN PHARM INDUSTRIES
084014	ANDA		SANDOZ
084015	ANDA		ALLERGAN
084030	ANDA		FERNDALE LABS
084031	ANDA		BARR
084035	ANDA		SOLVAY
084040	ANDA		IVAX SUB TEVA PHARMS
084041	ANDA		CHARTWELL RX
084050	ANDA		NEXGEN PHARMA INC
084051	ANDA		SHIRE
084072	ANDA		WATSON LABS
084074	ANDA		LANNETT
084081	ANDA		SUN PHARM INDUSTRIES
084084	ANDA		SUN PHARM INDUSTRIES
084086	ANDA		SUN PHARM INDUSTRIES
084088	ANDA		LANNETT
084092	ANDA		QUAGEN
084093	ANDA		EPIC PHARMA LLC
084094	ANDA		INTL MEDICATION
084095	ANDA		EPIC PHARMA LLC
084100	ANDA		LILLY
084106	ANDA		MUTUAL PHARM
084107	ANDA		MUTUAL PHARM
084108	ANDA		ALCON LABS INC
084109	ANDA		ALCON LABS INC
084110	ANDA		ALCON LABS INC
084112	ANDA		UPSHER SMITH LABS
084113	ANDA		UPSHER SMITH LABS
084114	ANDA		UPSHER SMITH LABS
084115	ANDA		UPSHER SMITH LABS
084133	ANDA		IVAX SUB TEVA PHARMS
084134	ANDA		IVAX SUB TEVA PHARMS
084143	ANDA		SOLA BARNES HIND
084144	ANDA		SOLA BARNES HIND
084145	ANDA		SOLA BARNES HIND
084146	ANDA		SOLA BARNES HIND
084147	ANDA		SOLA BARNES HIND
084148	ANDA		SOLA BARNES HIND
084149	ANDA		SOLA BARNES HIND
084150	ANDA		SOLA BARNES HIND
084151	ANDA		SOLA BARNES HIND
084153	ANDA		ACELLA
084156	ANDA		PARKE DAVIS
084158	ANDA		PHARMERAL
084168	ANDA		SOLA BARNES HIND
084169	ANDA		SOLA BARNES HIND
084170	ANDA		SOLA BARNES HIND
084171	ANDA		SOLA BARNES HIND
084172	ANDA		SOLA BARNES HIND
084173	ANDA		SOLA BARNES HIND
084176	ANDA		SANDOZ
084177	ANDA		BARR
084181	ANDA		IVAX SUB TEVA PHARMS
084188	ANDA		GLENWOOD
084204	ANDA		SUN PHARM INDUSTRIES
084211	ANDA		AUROBINDO PHARMA USA
084214	ANDA		IMPAX LABS
084215	ANDA		ROCHE PALO
084217	ANDA		PHARMOBEDIENT
084218	ANDA		REED AND CARNRICK
084219	ANDA		REED AND CARNRICK
084220	ANDA		NEXGEN PHARMA INC
084225	ANDA		BARR
084230	ANDA		BARR
084231	ANDA		PURACAP PHARM
084238	ANDA		NEXGEN PHARMA INC
084246	ANDA		EVERYLIFE
084264	ANDA		WEST WARD
084267	ANDA		BARR
084268	ANDA		BARR
084270	ANDA		WATSON LABS
084274	ANDA		WATSON LABS
084275	ANDA		CHARTWELL MOLECULAR
084276	ANDA		ANI PHARMS
084277	ANDA		ANI PHARMS
084279	ANDA		WATSON LABS
084280	ANDA		WATSON LABS
084282	ANDA		HIKMA
084285	ANDA		LANNETT
084286	ANDA		BARR
084287	ANDA		IMPAX LABS
084291	ANDA		IVAX SUB TEVA PHARMS
084294	ANDA		CHARTWELL RX
084300	ANDA		ALCON LABS INC
084305	ANDA		SANDOZ
084306	ANDA		ALCON LABS INC
084307	ANDA		HIKMA
084310	ANDA		IMPAX LABS
084312	ANDA		KV PHARM
084315	ANDA		WATSON LABS
084316	ANDA		WYETH AYERST
084318	ANDA		BARR
084319	ANDA		BARR
084320	ANDA		BARR
084321	ANDA		BEECHAM
084324	ANDA		LANNETT CO INC
084325	ANDA		LANNETT CO INC
084327	ANDA		WHITEWORTH TOWN PLSN
084340	ANDA		IMPAX LABS
084343	ANDA		DELCOR ASSET CORP
084349	ANDA		VIATRIS
084351	ANDA		IVAX SUB TEVA PHARMS
084360	ANDA		WHITEWORTH TOWN PLSN
084362	ANDA		WATSON LABS
084363	ANDA		WATSON LABS
084364	ANDA		WATSON LABS
084386	ANDA		WYETH AYERST
084393	ANDA		LANNETT
084394	ANDA		ACTAVIS MID ATLANTIC
084402	ANDA		WATSON LABS
084403	ANDA		WATSON LABS
084408	ANDA		WATSON LABS
084417	ANDA		HEATHER
084426	ANDA		BARR
084427	ANDA		PHARMACIA
084436	ANDA		SOLVAY
084437	ANDA		IVAX SUB TEVA PHARMS
084439	ANDA		EVERYLIFE
084440	ANDA		EVERYLIFE
084441	ANDA		WATSON LABS
084442	ANDA		WATSON LABS TEVA
084443	ANDA		IVAX SUB TEVA PHARMS
084445	ANDA		ROBINS AH
084446	ANDA		ROBINS AH
084448	ANDA		SOLVAY
084449	ANDA		SOLVAY
084466	ANDA		WATSON LABS
084467	ANDA		WATSON LABS
084468	ANDA		BARR
084469	ANDA		IVAX SUB TEVA PHARMS
084471	ANDA		PURACAP PHARM
084472	ANDA		SANDOZ
084476	ANDA		BAYER PHARMS
084486	ANDA		SUN PHARM INDUSTRIES
084488	ANDA		SUN PHARM INDUSTRIES
084492	ANDA		EPIC PHARMA LLC
084499	ANDA		BRISTOL MYERS SQUIBB
084500	ANDA		BRISTOL MYERS SQUIBB
084503	ANDA		WATSON LABS
084504	ANDA		WATSON LABS
084505	ANDA		SUN PHARM INDUSTRIES
084506	ANDA		MUTUAL PHARM
084514	ANDA		SAVAGE LABS
084535	ANDA		LANNETT
084540	ANDA		HIKMA INTL PHARMS
084549	ANDA		IVAX SUB TEVA PHARMS
084553	ANDA		ALRA
084554	ANDA		SUN PHARM INDUSTRIES
084555	ANDA		SUN PHARM INDUSTRIES
084557	ANDA		SUN PHARM INDUSTRIES
084563	ANDA		VALEANT PHARM INTL
084566	ANDA		PHARMOBEDIENT
084575	ANDA		IMPAX LABS
084577	ANDA		IMPAX LABS
084578	ANDA		LANNETT
084579	ANDA		BARR
084580	ANDA		BARR
084581	ANDA		IVAX SUB TEVA PHARMS
084588	ANDA		CHARTWELL MOLECULAR
084589	ANDA		NEXGEN PHARMA INC
084590	ANDA		ANABOLIC
084591	ANDA		WATSON LABS
084595	ANDA		IVAX SUB TEVA PHARMS
084598	ANDA		PARKE DAVIS
084600	ANDA		SUN PHARM INDUSTRIES
084604	ANDA		IVAX SUB TEVA PHARMS
084606	ANDA		IVAX SUB TEVA PHARMS
084612	ANDA		HIKMA
084615	ANDA		AIPING PHARM INC
084616	ANDA		AIPING PHARM INC
084623	ANDA		USL PHARMA
084625	ANDA		HIKMA
084626	ANDA		ELKINS SINN
084631	ANDA		SANDOZ
084634	ANDA		MUTUAL PHARM
084639	ANDA		RACHELLE
084640	ANDA		USL PHARMA
084644	ANDA		USL PHARMA
084645	ANDA		USL PHARMA
084648	ANDA		IVAX SUB TEVA PHARMS
084649	ANDA		IVAX SUB TEVA PHARMS
084655	ANDA		SCHWARZ PHARMA
084656	ANDA		ROXANE
084657	ANDA		ANI PHARMS
084658	ANDA		IVAX SUB TEVA PHARMS
084659	ANDA		ROXANE
084667	ANDA		ROXANE
084674	ANDA		HALSEY
084678	ANDA		CHARTWELL RX
084679	ANDA		CHARTWELL RX
084689	ANDA		IVAX SUB TEVA PHARMS
084696	ANDA		LANNETT
084697	ANDA		SEPTODONT
084698	ANDA		HEALTHPOINT
084700	ANDA		ROXANE
084702	ANDA		LANNETT
084706	ANDA		ROXANE
084710	ANDA		PHARMACIA AND UPJOHN
084712	ANDA		LANNETT
084714	ANDA		ABC HOLDING
084719	ANDA		HALSEY
084720	ANDA		CARLISLE
084721	ANDA		CARLISLE
084732	ANDA		CARLISLE
084735	ANDA		NOVARTIS
084744	ANDA		PARKE DAVIS
084751	ANDA		SAVAGE LABS
084752	ANDA		BEL MAR
084754	ANDA		KANCHAN HLTHCARE
084756	ANDA		CHARTWELL MOLECULAR
084763	ANDA		SUN PHARM INDUSTRIES
084764	ANDA		SUN PHARM INDUSTRIES
084765	ANDA		SUN PHARM INDUSTRIES
084766	ANDA		SUN PHARM INDUSTRIES
084767	ANDA		BAXTER HLTHCARE
084768	ANDA		BARR
084769	ANDA		BARR
084771	ANDA		BARR
084772	ANDA		ALPHARMA US PHARMS
084776	ANDA		INWOOD LABS
084777	ANDA		SOLVAY
084803	ANDA		LEDERLE
084810	ANDA		NOVARTIS
084811	ANDA		NOVARTIS
084831	ANDA		BARR
084834	ANDA		BARR
084835	ANDA		BARR
084840	ANDA		CHARTWELL MOLECULAR
084843	ANDA		SANDOZ
084850	ANDA		BELMORA LLC
084855	ANDA		EPIC PHARMA LLC
084868	ANDA		3M
084872	ANDA		BUNDY
084878	ANDA		HIKMA INTL PHARMS
084897	ANDA		CHARTWELL RX
084903	ANDA		LANNETT
084908	ANDA		TEVA
084910	ANDA		ANI PHARMS INC
084911	ANDA		ABRAXIS PHARM
084912	ANDA		CHARTWELL RX
084913	ANDA		WHITEWORTH TOWN PLSN
084914	ANDA		SANDOZ
084915	ANDA		NEXGEN PHARMA INC
084916	ANDA		FRESENIUS KABI USA
084927	ANDA		IMPAX LABS
084928	ANDA		IMPAX LABS
084931	ANDA		REXAR
084935	ANDA		GLAXOSMITHKLINE
084936	ANDA		SANDOZ
084937	ANDA		SANDOZ
084944	ANDA		CARLISLE
084946	ANDA		CARLISLE
084947	ANDA		CARLISLE
084948	ANDA		MONARCH PHARMS
084949	ANDA		MONARCH PHARMS
084950	ANDA		MONARCH PHARMS
084951	ANDA		MONARCH PHARMS
084955	ANDA		PARKE DAVIS
084964	ANDA		WATSON LABS
084976	ANDA		IVAX SUB TEVA PHARMS
084977	ANDA		BH
084978	ANDA		MEDPOINTE PHARM HLC
084988	ANDA		SOLA BARNES HIND
084989	ANDA		SOLA BARNES HIND
084990	ANDA		SOLVAY
084999	ANDA		CARACO
085000	ANDA		WEST WARD
085003	ANDA		HIKMA INTL PHARMS
085004	ANDA		ROXANE
085005	ANDA		ROXANE
085007	ANDA		PVT FORM
085008	ANDA		PVT FORM
085009	ANDA		ALRA
085010	ANDA		SOLVAY
085014	ANDA		WEST WARD
085017	ANDA		KEY PHARMS
085022	ANDA		IVAX SUB TEVA PHARMS
085027	ANDA		PADAGIS US
085030	ANDA		ANI PHARMS INC
085031	ANDA		ANI PHARMS
085032	ANDA		ANI PHARMS INC
085034	ANDA		SANDOZ
085035	ANDA		R AND S PHARMA
085037	ANDA		EPIC PHARMA LLC
085038	ANDA		LILLY
085055	ANDA		JANSSEN PHARMS
085056	ANDA		ORTHO MCNEIL PHARM
085061	ANDA		CONTRACT PHARMACAL
085068	ANDA		SCHERER LABS
085070	ANDA		CHARTWELL MOLECULAR
085082	ANDA		WATSON LABS
085083	ANDA		WATSON LABS
085084	ANDA		WATSON LABS
085085	ANDA		WATSON LABS
085086	ANDA		RACHELLE
085087	ANDA		RACHELLE
085091	ANDA		PHARMAVITE
085094	ANDA		WATSON LABS
085098	ANDA		IMPAX LABS
085103	ANDA		LILLY
085104	ANDA		PHARMAVITE
085106	ANDA		OZANTRI
085107	ANDA		ALRA
085108	ANDA		ALRA
085113	ANDA		IMPAX LABS
085119	ANDA		FERRANTE
085120	ANDA		FERRANTE
085123	ANDA		HIKMA INTL PHARMS
085125	ANDA		TABLICAPS
085131	ANDA		ELKINS SINN
085138	ANDA		WATSON LABS
085140	ANDA		WATSON LABS
085141	ANDA		WATSON LABS
085151	ANDA		PVT FORM
085159	ANDA		HIKMA INTL PHARMS
085161	ANDA		WATSON LABS
085162	ANDA		WATSON LABS
085163	ANDA		PARKE DAVIS
085164	ANDA		PARKE DAVIS
085169	ANDA		HALSEY
085173	ANDA		WATSON LABS
085180	ANDA		WATSON LABS
085182	ANDA		HERITAGE
085186	ANDA		SOLIS PHARMS
085187	ANDA		SANOFI AVENTIS US
085188	ANDA		WATSON LABS
085190	ANDA		WATSON LABS
085192	ANDA		WATSON LABS
085201	ANDA		WATSON LABS
085202	ANDA		SANOFI AVENTIS US
085204	ANDA		SANOFI AVENTIS US
085217	ANDA		EVERYLIFE
085218	ANDA		WARNER CHILCOTT
085219	ANDA		AUROLIFE PHARMA LLC
085223	ANDA		WATSON LABS
085232	ANDA		WATSON LABS
085233	ANDA		WATSON LABS
085239	ANDA		DR REDDYS
085252	ANDA		ABC HOLDING
085253	ANDA		ABC HOLDING
085261	ANDA		ANI PHARMS
085263	ANDA		KV PHARM
085266	ANDA		MD PHARM
085269	ANDA		ANI PHARMS
085272	ANDA		BAUSCH
085282	ANDA		MERICON
085284	ANDA		KV PHARM
085285	ANDA		KV PHARM
085288	ANDA		KV PHARM
085289	ANDA		KV PHARM
085291	ANDA		SANDOZ
085294	ANDA		WEST WARD
085303	ANDA		ROCHE
085311	ANDA		FOSUN PHARMA
085318	ANDA		CHARTWELL RX
085319	ANDA		CHARTWELL RX
085320	ANDA		CHARTWELL RX
085321	ANDA		CHARTWELL RX
085323	ANDA		SOLVAY
085328	ANDA		SCHERING
085338	ANDA		WHITEWORTH TOWN PLSN
085347	ANDA		WHITEWORTH TOWN PLSN
085362	ANDA		HOSPIRA
085363	ANDA		KV PHARM
085364	ANDA		KV PHARM
085365	ANDA		KV PHARM
085368	ANDA		LEGACY
085372	ANDA		LANNETT
085380	ANDA		MEDA PHARMS
085381	ANDA		MEDPOINTE PHARM HLC
085383	ANDA		WOCKHARDT
085385	ANDA		KV PHARM
085388	ANDA		KV PHARM
085401	ANDA		WATSON LABS
085402	ANDA		SANDOZ
085415	ANDA		WATSON LABS
085416	ANDA		WATSON LABS
085418	ANDA		HIKMA
085420	ANDA		PHARMERAL
085421	ANDA		PHARMERAL
085432	ANDA		HIKMA
085435	ANDA		PHARMERAL
085444	ANDA		WHITEWORTH TOWN PLSN
085454	ANDA		FERNDALE LABS
085455	ANDA		WATSON LABS
085456	ANDA		CHARTWELL RX
085458	ANDA		WATSON LABS
085461	ANDA		BAUSCH
085466	ANDA		KV PHARM
085470	ANDA		PFIZER
085472	ANDA		BAUSCH
085475	ANDA		BAUSCH
085484	ANDA		KV PHARM
085492	ANDA		KV PHARM
085493	ANDA		KV PHARM
085497	ANDA		VIRTUS
085499	ANDA		BAXTER HLTHCARE
085506	ANDA		SUN PHARM INDUSTRIES
085507	ANDA		TEVA
085509	ANDA		INWOOD LABS
085511	ANDA		ABC HOLDING
085512	ANDA		ABC HOLDING
085513	ANDA		ABBOTT
085517	ANDA		ABBOTT
085518	ANDA		ABBOTT
085523	ANDA		KV PHARM
085524	ANDA		KV PHARM
085525	ANDA		KV PHARM
085532	ANDA		WATSON LABS
085533	ANDA		WATSON LABS
085539	ANDA		IVAX PHARMS
085549	ANDA		WATSON LABS
085550	ANDA		BUNDY
085551	ANDA		BAXTER HLTHCARE
085552	ANDA		WATSON LABS
085553	ANDA		IVAX PHARMS
085555	ANDA		EPIC PHARMA LLC
085568	ANDA		CHARTWELL RX
085569	ANDA		ABC HOLDING
085571	ANDA		LANNETT
085588	ANDA		ACERTIS PHARMS
085591	ANDA		WATSON LABS
085595	ANDA		WATSON LABS
085597	ANDA		WATSON LABS
085600	ANDA		WATSON LABS
085607	ANDA		WHITEWORTH TOWN PLSN
085611	ANDA		IVAX PHARMS
085612	ANDA		IVAX PHARMS
085621	ANDA		KV PHARM
085627	ANDA		MUTUAL PHARM
085628	ANDA		RISING
085630	ANDA		LANNETT
085632	ANDA		CYCLE
085633	ANDA		SANDOZ
085635	ANDA		PFIZER
085638	ANDA		SCHERER LABS
085639	ANDA		SCHERER LABS
085640	ANDA		SCHERER LABS
085659	ANDA		KV PHARM
085671	ANDA		SANDOZ
085672	ANDA		ABC HOLDING
085677	ANDA		WATSON LABS
085683	ANDA		CHARTWELL RX
085684	ANDA		WATSON LABS
085686	ANDA		SOLVAY
085689	ANDA		SANDOZ
085691	ANDA		FOUGERA PHARMS
085692	ANDA		FOUGERA PHARMS
085694	ANDA		SANDOZ
085695	ANDA		VIRTUS
085698	ANDA		PVT FORM
085702	ANDA		SANDOZ
085719	ANDA		WATSON LABS
085720	ANDA		WATSON LABS
085721	ANDA		WATSON LABS
085732	ANDA		WATSON LABS
085733	ANDA		IVAX PHARMS
085734	ANDA		B BRAUN
085735	ANDA		MEDPOINTE PHARM HLC
085738	ANDA		WATSON LABS
085739	ANDA		WATSON LABS
085740	ANDA		ANI PHARMS
085741	ANDA		WATSON LABS
085742	ANDA		MUTUAL PHARM
085743	ANDA		MUTUAL PHARM
085744	ANDA		MUTUAL PHARM
085745	ANDA		MUTUAL PHARM
085748	ANDA		KV PHARM
085750	ANDA		KV PHARM
085751	ANDA		KV PHARM
085752	ANDA		KV PHARM
085756	ANDA		CAMALL
085761	ANDA		CHARTWELL RX
085762	ANDA		QUAGEN
085763	ANDA		WATSON LABS
085764	ANDA		WATSON LABS
085766	ANDA		PVT FORM
085767	ANDA		WATSON LABS
085768	ANDA		WATSON LABS
085770	ANDA		WATSON LABS
085771	ANDA		WATSON LABS
085772	ANDA		WATSON LABS
085773	ANDA		WATSON LABS
085778	ANDA		WATSON LABS
085779	ANDA		DR REDDYS
085784	ANDA		WATSON LABS
085790	ANDA		WATSON LABS
085791	ANDA		WATSON LABS
085794	ANDA		MUTUAL PHARM
085795	ANDA		MUTUAL PHARM
085796	ANDA		WATSON LABS
085797	ANDA		WATSON LABS
085798	ANDA		WHITEWORTH TOWN PLSN
085799	ANDA		LANNETT CO INC
085809	ANDA		3M
085813	ANDA		RISING
085815	ANDA		WATSON LABS
085816	ANDA		WATSON LABS
085817	ANDA		WATSON LABS
085818	ANDA		WATSON LABS
085819	ANDA		WATSON LABS
085820	ANDA		WATSON LABS
085821	ANDA		WATSON LABS
085828	ANDA		WATSON LABS
085830	ANDA		SANDOZ
085834	ANDA		WATSON LABS
085836	ANDA		TEVA
085839	ANDA		WATSON LABS
085842	ANDA		WATSON LABS
085844	ANDA		RISING
085849	ANDA		LANNETT
085852	ANDA		HOSPIRA
085853	ANDA		HOSPIRA
085854	ANDA		HOSPIRA
085855	ANDA		HOSPIRA
085861	ANDA		ACTAVIS MID ATLANTIC
085863	ANDA		PRECISION DOSE
085866	ANDA		LANNETT
085868	ANDA		SUN PHARM INDS LTD
085869	ANDA		IVAX PHARMS
085870	ANDA		B BRAUN
085873	ANDA		ALPHARMA US PHARMS
085874	ANDA		TEVA
085876	ANDA		WATSON LABS
085877	ANDA		WATSON LABS
085878	ANDA		WATSON LABS
085880	ANDA		LANNETT
085881	ANDA		LANNETT
085882	ANDA		CHARTWELL RX
085883	ANDA		ACTAVIS MID ATLANTIC
085884	ANDA		WATSON LABS
085888	ANDA		PVT FORM
085889	ANDA		PARKE DAVIS
085891	ANDA		ANABOLIC
085894	ANDA		WATSON LABS
085895	ANDA		EVERYLIFE
085896	ANDA		VALEANT PHARM INTL
085903	ANDA		LANNETT
085909	ANDA		LANNETT
085910	ANDA		BRISTOL MYERS SQUIBB
085911	ANDA		BRISTOL MYERS SQUIBB
085915	ANDA		LANNETT
085928	ANDA		ABBOTT
085929	ANDA		HOSPIRA
085930	ANDA		HOSPIRA
085931	ANDA		HOSPIRA
085932	ANDA		HOSPIRA
085937	ANDA		LANNETT
085940	ANDA		ALPHARMA US PHARMS
085944	ANDA		ROXANE
085945	ANDA		ROXANE
085953	ANDA		ACTAVIS MID ATLANTIC
085956	ANDA		WATSON LABS
085960	ANDA		WATSON LABS
085961	ANDA		CLONMEL HLTHCARE
085963	ANDA		CLONMEL HLTHCARE
085964	ANDA		SANDOZ
085968	ANDA		SANDOZ
085970	ANDA		SANDOZ
085979	ANDA		LEGACY
085980	ANDA		LEGACY
085981	ANDA		X GEN PHARMS
085982	ANDA		X GEN PHARMS
085985	ANDA		NEXGEN PHARMA INC
085992	ANDA		WARNER CHILCOTT
085995	ANDA		HOSPIRA
085997	ANDA		PARKE DAVIS
085998	ANDA		ACTAVIS
086002	ANDA		ROXANE
086003	ANDA		ROXANE
086004	ANDA		ROXANE
086008	ANDA		BIOGLAN
086009	ANDA		AUROBINDO PHARMA USA
086010	ANDA		MYLAN
086011	ANDA		MYLAN
086013	ANDA		TEVA
086020	ANDA		NEXGEN PHARMA INC
086024	ANDA		VALEANT PHARMS LLC
086029	ANDA		WATSON LABS
086047	ANDA		PARKE DAVIS
086077	ANDA		AMBIX
086079	ANDA		AMBIX
086080	ANDA		AMBIX
086087	ANDA		WATSON LABS
086090	ANDA		ROXANE
086096	ANDA		WATSON LABS
086107	ANDA		3M
086109	ANDA		WATSON LABS
086141	ANDA		ALRA
086143	ANDA		ROXANE
086144	ANDA		ROXANE
086145	ANDA		ROXANE
086146	ANDA		ROXANE
086147	ANDA		ROXANE
086148	ANDA		ROXANE
086150	ANDA		WATSON LABS
086151	ANDA		WATSON LABS
086153	ANDA		MYLAN
086155	ANDA		TARO
086156	ANDA		SUN PHARMA CANADA
086157	ANDA		MYLAN
086158	ANDA		MYLAN
086162	ANDA		HIKMA INTL PHARMS
086179	ANDA		WATSON LABS TEVA
086187	ANDA		NEXGEN PHARMA INC
086195	ANDA		MYLAN SPECIALITY LP
086212	ANDA		IMPAX LABS
086213	ANDA		IMPAX LABS
086237	ANDA		WATSON LABS
086242	ANDA		HERITAGE
086243	ANDA		HERITAGE PHARMS INC
086257	ANDA		SUN PHARMA CANADA
086262	ANDA		CHARTWELL RX
086263	ANDA		CHARTWELL RX
086271	ANDA		AMBIX
086272	ANDA		AMBIX
086275	ANDA		SUN PHARMA CANADA
086276	ANDA		SUN PHARMA CANADA
086277	ANDA		SUN PHARMA CANADA
086283	ANDA		INTL MEDICATION
086294	ANDA		WATSON LABS
086308	ANDA		MISSION PHARMA
086309	ANDA		MISSION PHARMA
086310	ANDA		MISSION PHARMA
086329	ANDA		IVAX PHARMS
086330	ANDA		WATSON LABS
086331	ANDA		WATSON LABS
086348	ANDA		WYETH AYERST
086357	ANDA		INTL MEDICATION
086358	ANDA		BRISTOL
086366	ANDA		STRIDES PHARMA
086382	ANDA		WATSON LABS
086383	ANDA		WATSON LABS
086392	ANDA		NEXGEN PHARMA INC
086428	ANDA		LANNETT CO INC
086429	ANDA		LANNETT CO INC
086445	ANDA		PHARMOBEDIENT
086454	ANDA		BRISTOL MYERS SQUIBB
086457	ANDA		MYLAN SPECIALITY LP
086458	ANDA		WATSON LABS
086468	ANDA		PARKE DAVIS
086513	ANDA		MYLAN
086519	ANDA		NEWTRON PHARMS
086543	ANDA		NEWTRON PHARMS
086544	ANDA		NEWTRON PHARMS
086576	ANDA		FOUGERA PHARMS
086594	ANDA		WATSON LABS
086595	ANDA		MUTUAL PHARM
086596	ANDA		SUN PHARM INDUSTRIES
086597	ANDA		PVT FORM
086666	ANDA		BEL MAR
086678	ANDA		MYLAN
086681	ANDA		PUREPAC PHARM
086683	ANDA		PUREPAC PHARM
086710	ANDA		ACTAVIS ELIZABETH
086727	ANDA		ANI PHARMS
086760	ANDA		PHARM RES ASSOC
086761	ANDA		ABRAXIS PHARM
086797	ANDA		HOSPIRA
086813	ANDA		WATSON LABS
086821	ANDA		HOSPIRA
086841	ANDA		EVEREST LIFE SCI
086842	ANDA		EVEREST LIFE SCI
086845	ANDA		WARNER CHILCOTT
086899	ANDA		ROXANE
086954	ANDA		LEDERLE
086987	ANDA		NEWTRON PHARMS
086988	ANDA		PRINSTON INC
087011	ANDA		DAVA PHARMS INC
101063	BLA		MERCK
101995	BLA		SMITH AND NEPHEW
