decision_id,company_name,drug_brand,decision_date,application_number,crosscheck_status,openfda_sponsor_name,openfda_brand_name,openfda_decision_date,openfda_source_url,detail
D594,AstraZeneca PLC,Caprelsa,2011-04-06,22405,MATCH_DATE_ONLY,GENZYME CORP,CAPRELSA,2011-04-06,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022405,date and brand agree; sponsor wording differs (master 'AstraZeneca PLC' vs openFDA 'GENZYME CORP') — ownership change or legal-entity name
D595,"Merck & Co., Inc.",Victrelis,2011-05-13,202258,MATCH,MERCK SHARP DOHME,VICTRELIS,2011-05-13,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202258,"date, brand and sponsor all agree with openFDA"
D596,Vertex Pharmaceuticals Incorporated,Incivek,2011-05-23,201917,MATCH,VERTEX PHARMS,INCIVEK,2011-05-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=201917,"date, brand and sponsor all agree with openFDA"
D597,Bristol Myers Squibb Company,Nulojix,2011-06-15,125288,MATCH,BRISTOL MYERS SQUIBB,NULOJIX,2011-06-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125288,"date, brand and sponsor all agree with openFDA"
D598,Johnson & Johnson (Janssen),Xarelto,2011-07-01,022406,MATCH,JANSSEN PHARMS,XARELTO,2011-07-01,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022406,"date, brand and sponsor all agree with openFDA"
D599,"Genentech, Inc. (Roche group)",Zelboraf,2011-08-17,202429,MATCH,HOFFMANN LA ROCHE,ZELBORAF,2011-08-17,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202429,"date, brand and sponsor all agree with openFDA"
D600,Seattle Genetics (now Pfizer; acquired 2024),Adcetris,2011-08-19,125388,MATCH,SEATTLE GENETICS,ADCETRIS,2011-08-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125388,"date, brand and sponsor all agree with openFDA"
D601,Pfizer Inc.,Xalkori,2011-08-26,202570,MATCH_DATE_ONLY,PF PRISM CV,XALKORI,2011-08-26,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202570,date and brand agree; sponsor wording differs (master 'Pfizer Inc.' vs openFDA 'PF PRISM CV') — ownership change or legal-entity name
D602,Incyte Corporation,Jakafi,2011-11-16,202192,MATCH,INCYTE CORP,JAKAFI,2011-11-16,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202192,"date, brand and sponsor all agree with openFDA"
D603,"Regeneron Pharmaceuticals, Inc.",Eylea,2011-11-18,125387,MATCH,REGENERON PHARMACEUTICALS,EYLEA,2011-11-18,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125387,"date, brand and sponsor all agree with openFDA"
D604,H. Lundbeck A/S (US OTC: HLUBY),Onfi,2011-10-21,202067,MATCH,LUNDBECK PHARMS LLC,ONFI,2011-10-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202067,"date, brand and sponsor all agree with openFDA"
D605,"Boehringer Ingelheim (privately held, OTC: no US ADR)",Tradjenta,2011-05-02,201280,MATCH,BOEHRINGER INGELHEIM,TRADJENTA,2011-05-02,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=201280,"date, brand and sponsor all agree with openFDA"
D606,Takeda Pharmaceutical Company Limited,Edarbi,2011-02-25,200796,MATCH_DATE_ONLY,AZURITY,AZILSARTAN MEDOXOMIL,2011-02-25,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=200796,date and brand agree; sponsor wording differs (master 'Takeda Pharmaceutical Company Limited' vs openFDA 'AZURITY') — ownership change or legal-entity name
D607,AstraZeneca PLC,Brilinta,2011-07-20,22433,MATCH,ASTRAZENECA,BRILINTA,2011-07-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022433,"date, brand and sponsor all agree with openFDA"
D608,GlaxoSmithKline plc (Human Genome Sciences acquisition),Benlysta,2011-03-09,125370,MATCH,HUMAN GENOME SCIENCES INC.,BENLYSTA,2011-03-09,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125370,"date, brand and sponsor all agree with openFDA"
D609,AstraZeneca PLC,Aubagio,2012-09-12,202992,MATCH_DATE_ONLY,SANOFI AVENTIS US,AUBAGIO,2012-09-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202992,date and brand agree; sponsor wording differs (master 'AstraZeneca PLC' vs openFDA 'SANOFI AVENTIS US') — ownership change or legal-entity name
D610,Bayer AG,Stivarga,2012-09-27,203085,MATCH,BAYER HLTHCARE,STIVARGA,2012-09-27,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203085,"date, brand and sponsor all agree with openFDA"
D611,Onyx Pharmaceuticals (acquired by Amgen 2013),Kyprolis,2012-07-20,202714,MATCH,ONYX PHARMS AMGEN,KYPROLIS,2012-07-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202714,"date, brand and sponsor all agree with openFDA"
D612,"Boehringer Ingelheim Pharmaceuticals, Inc.",Striverdi Respimat,2014-07-31,203108,MATCH,BOEHRINGER INGELHEIM,STRIVERDI RESPIMAT,2014-07-31,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203108,"date, brand and sponsor all agree with openFDA"
D613,"Boehringer Ingelheim Pharmaceuticals, Inc.",Jardiance,2014-08-01,204629,MATCH,BOEHRINGER INGELHEIM,JARDIANCE,2014-08-01,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204629,"date, brand and sponsor all agree with openFDA"
D614,Helsinn Healthcare SA,Akynzeo,2014-10-10,205718,MATCH,HELSINN HLTHCARE,AKYNZEO,2014-10-10,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205718,"date, brand and sponsor all agree with openFDA"
D615,Bracco Diagnostics Inc.,Lumason,2014-10-10,203684,MATCH,BRACCO,LUMASON,2014-10-10,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203684,"date, brand and sponsor all agree with openFDA"
D616,The Medicines Company (acquired by Chiesi/Novartis),Orbactiv,2014-08-06,206334,MATCH_DATE_ONLY,MELINTA THERAP,ORBACTIV,2014-08-06,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206334,date and brand agree; sponsor wording differs (master 'The Medicines Company (acquired by Chiesi/Novartis)' vs openFDA 'MELINTA THERAP') — ownership change or legal-entity name
D617,Bausch Health Companies Inc. (Valeant/Dow Pharma),Jublia,2014-06-06,203567,MATCH,BAUSCH,JUBLIA,2014-06-06,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203567,"date, brand and sponsor all agree with openFDA"
D618,Paladin Therapeutics (acquired by Endo International Feb 2014),Impavido,2014-03-19,204684,MATCH_DATE_ONLY,KNIGHT THERAPS,IMPAVIDO,2014-03-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204684,date and brand agree; sponsor wording differs (master 'Paladin Therapeutics (acquired by Endo International Feb 2014)' vs openFDA 'KNIGHT THERAPS') — ownership change or legal-entity name
D619,Piramal Imaging,Neuraceq,2014-03-19,204677,MATCH_DATE_ONLY,LANTHEUS,NEURACEQ,2014-03-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204677,date and brand agree; sponsor wording differs (master 'Piramal Imaging' vs openFDA 'LANTHEUS') — ownership change or legal-entity name
D620,Salix Pharmaceuticals (acquired by Valeant/Bausch 2015),Fulyzaq,2012-12-31,202292,MATCH_VIA_GENERIC,NAPO PHARMS INC,MYTESI,2012-12-31,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202292,"date agrees and the master generic name reconciles with openFDA ('MYTESI'); openFDA publishes current labelling, so a discontinued or genericised product shows its generic/successor name"
D621,Pfizer Inc.,Xeljanz,2012-11-06,203214,MATCH_DATE_ONLY,PF PRISM CV,XELJANZ,2012-11-06,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203214,date and brand agree; sponsor wording differs (master 'Pfizer Inc.' vs openFDA 'PF PRISM CV') — ownership change or legal-entity name
D622,Bristol Myers Squibb Company,Eliquis,2012-12-28,202155,MATCH,BRISTOL MYERS SQUIBB,ELIQUIS,2012-12-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202155,"date, brand and sponsor all agree with openFDA"
D623,Johnson & Johnson (Janssen),Sirturo,2012-12-28,204384,MATCH,JANSSEN THERAP,SIRTURO,2012-12-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204384,"date, brand and sponsor all agree with openFDA"
D624,"Ironwood Pharmaceuticals, Inc. (acquired by Alfasigma 2024)",Linzess,2012-08-30,202811,MATCH_DATE_ONLY,ABBVIE,LINZESS,2012-08-30,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202811,"date and brand agree; sponsor wording differs (master 'Ironwood Pharmaceuticals, Inc. (acquired by Alfasigma 2024)' vs openFDA 'ABBVIE') — ownership change or legal-entity name"
D625,BTG International,Voraxaze,2012-01-17,125327,MATCH,BTG INTERNATIONAL INC,VORAXAZE,2012-01-17,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125327,"date, brand and sponsor all agree with openFDA"
D626,"Exelixis, Inc.",Cometriq,2012-11-29,203756,MATCH,EXELIXIS,COMETRIQ,2012-11-29,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203756,"date, brand and sponsor all agree with openFDA"
D627,Forest Laboratories (Allergan/AbbVie),Daliresp,2011-02-28,22522,MATCH_DATE_ONLY,ASTRAZENECA,DALIRESP,2011-02-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022522,date and brand agree; sponsor wording differs (master 'Forest Laboratories (Allergan/AbbVie)' vs openFDA 'ASTRAZENECA') — ownership change or legal-entity name
D628,Forest Laboratories (Allergan/AbbVie),Viibryd,2011-01-21,22567,MATCH,ABBVIE,VIIBRYD,2011-01-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022567,"date, brand and sponsor all agree with openFDA"
D629,Bausch Health Companies Inc.,Luzu,2013-11-14,204153,MATCH,BAUSCH,LUZU,2013-11-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204153,"date, brand and sponsor all agree with openFDA"
D630,Optimer Pharmaceuticals (acquired by Cubist/Merck 2013-15),Dificid,2011-05-27,201699,MATCH,CUBIST PHARMS LLC,DIFICID,2011-05-27,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=201699,"date, brand and sponsor all agree with openFDA"
D631,Sunovion Pharmaceuticals (Sumitomo Pharma subsidiary),Aptiom,2013-11-08,22416,MATCH,SUMITOMO PHARMA AM,APTIOM,2013-11-08,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022416,"date, brand and sponsor all agree with openFDA"
D632,"Genentech, Inc. (Roche group)",Kadcyla,2013-02-22,125427,MATCH,GENENTECH,KADCYLA,2013-02-22,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125427,"date, brand and sponsor all agree with openFDA"
D633,NPS Pharmaceuticals (acquired by Shire/Takeda 2015),Gattex,2012-12-21,203441,MATCH,TAKEDA PHARMS USA,GATTEX,2012-12-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203441,"date, brand and sponsor all agree with openFDA"
D634,Orexigen Therapeutics (filed 2018; Contrave to Nalpropion),Contrave,2014-09-10,200063,MATCH_DATE_ONLY,AZURITY,CONTRAVE EXTENDED-RELEASE,2014-09-10,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=200063,date and brand agree; sponsor wording differs (master 'Orexigen Therapeutics (filed 2018; Contrave to Nalpropion)' vs openFDA 'AZURITY') — ownership change or legal-entity name
D635,Snow Brand Pharmaceuticals (Japan lineage; current holder Cosette Pharmaceuticals),Evoxac,2000-01-11,020989,MATCH,COSETTE,EVOXAC,2000-01-11,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020989,"date, brand and sponsor all agree with openFDA"
D636,Novartis AG,Trileptal,2000-01-14,021014,MATCH,NOVARTIS,TRILEPTAL,2000-01-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021014,"date, brand and sponsor all agree with openFDA"
D637,Wyeth (acquired by Pfizer 2009),Protonix,2000-02-02,020987,MATCH,WYETH PHARMS,PROTONIX DELAYED-RELEASE,2000-02-02,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020987,"date, brand and sponsor all agree with openFDA"
D638,GlaxoSmithKline plc,Lotronex,2000-02-09,021107,MATCH_DATE_ONLY,LEGACY,LOTRONEX,2000-02-09,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021107,date and brand agree; sponsor wording differs (master 'GlaxoSmithKline plc' vs openFDA 'LEGACY') — ownership change or legal-entity name
D639,U.S. Army Medical Research (government),Skin Exposure Reduction Paste Against Chemical Warfare Agents,2000-02-17,021084,MATCH,US ARMY MED RES,SKIN EXPOSURE REDUCTION PASTE AGAINST CHEMICAL WARFARE AGENTS,2000-02-17,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021084,"date, brand and sponsor all agree with openFDA"
D640,Dainippon Pharmaceutical (Sumitomo Pharma lineage),Zonegran,2000-03-27,020789,MATCH_DATE_ONLY,ADVANZ PHARMA,ZONEGRAN,2000-03-27,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020789,date and brand agree; sponsor wording differs (master 'Dainippon Pharmaceutical (Sumitomo Pharma lineage)' vs openFDA 'ADVANZ PHARMA') — ownership change or legal-entity name
D641,"Deproco SpA (private, Italy)",Septocaine,2000-04-03,020971,MATCH,DEPROCO,ARTICAINE,2000-04-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020971,"date, brand and sponsor all agree with openFDA"
D642,QLT Inc. (delisted 2012),Visudyne,2000-04-12,021119,MATCH_DATE_ONLY,BAUSCH LOMB IRELAND,VISUDYNE,2000-04-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021119,date and brand agree; sponsor wording differs (master 'QLT Inc. (delisted 2012)' vs openFDA 'BAUSCH LOMB IRELAND') — ownership change or legal-entity name
D643,Boehringer Ingelheim (private),Mobic,2000-04-13,020938,MATCH,BOEHRINGER INGELHEIM,MOBIC,2000-04-13,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020938,"date, brand and sponsor all agree with openFDA"
D644,Pharmacia (acquired by Pfizer 2003),Zyvox,2000-04-18,021130,MATCH,PFIZER,ZYVOX,2000-04-18,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021130,"date, brand and sponsor all agree with openFDA"
D645,Sanofi-Aventis (now Sanofi),Lantus,2000-04-20,021081,MATCH,SANOFI AVENTIS US,LANTUS SOLOSTAR,2000-04-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021081,"date, brand and sponsor all agree with openFDA"
D646,Novartis AG,Exelon,2000-04-21,020823,MATCH,NOVARTIS,EXELON,2000-04-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020823,"date, brand and sponsor all agree with openFDA"
D647,Wyeth (acquired by Pfizer 2009),Mylotarg,2000-05-17,021174,NOT_IN_OPENFDA,,,,,"no ORIG/AP record for application 021174 in the committed openFDA payloads (legacy BLA, transferred application, or year not yet fetched)"
D648,Daiichi Sankyo Co. (Japan),Welchol,2000-05-26,021176,MATCH_DATE_ONLY,COSETTE,WELCHOL,2000-05-26,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021176,date and brand agree; sponsor wording differs (master 'Daiichi Sankyo Co. (Japan)' vs openFDA 'COSETTE') — ownership change or legal-entity name
D649,Novo Nordisk A/S,NovoLog,2000-06-07,020986,MATCH,NOVO NORDISK INC,INSULIN DILUTING MEDIUM FOR NOVOLOG,2000-06-07,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020986,"date, brand and sponsor all agree with openFDA"
D650,"Debiopharm Group (private, Switzerland)",Trelstar Depot,2000-06-15,020715,MATCH_DATE_ONLY,VERITY,TRELSTAR,2000-06-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020715,"date and brand agree; sponsor wording differs (master 'Debiopharm Group (private, Switzerland)' vs openFDA 'VERITY') — ownership change or legal-entity name"
D651,Texas Biotechnology (renamed Encysive; Pfizer 2008),Acova,2000-06-30,020883,MATCH_VIA_GENERIC,SANDOZ,ARGATROBAN,2000-06-30,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020883,"date agrees and the master generic name reconciles with openFDA ('ARGATROBAN'); openFDA publishes current labelling, so a discontinued or genericised product shows its generic/successor name"
D652,DuPont Pharmaceuticals (acquired by BMS 2001),Innohep,2000-07-14,020484,MATCH_DATE_ONLY,LEO PHARMA AS,INNOHEP,2000-07-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020484,date and brand agree; sponsor wording differs (master 'DuPont Pharmaceuticals (acquired by BMS 2001)' vs openFDA 'LEO PHARMA AS') — ownership change or legal-entity name
D653,Salix Pharmaceuticals (Valeant/Bausch lineage),Colazal,2000-07-18,020610,MATCH,VALEANT PHARMS INTL,COLAZAL,2000-07-18,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020610,"date, brand and sponsor all agree with openFDA"
D654,GlaxoSmithKline Consumer Healthcare (GSK; Haleon 2022),Abreva,2000-07-25,020941,MATCH,HALEON US HOLDINGS,ABREVA,2000-07-25,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020941,"date, brand and sponsor all agree with openFDA"
D655,CIBA Vision (Novartis/Alcon ophthalmics),Rescula,2000-08-03,021214,MATCH_DATE_ONLY,SUCAMPO PHARMA LLC,RESCULA,2000-08-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021214,date and brand agree; sponsor wording differs (master 'CIBA Vision (Novartis/Alcon ophthalmics)' vs openFDA 'SUCAMPO PHARMA LLC') — ownership change or legal-entity name
D656,Serono (acquired by Merck KGaA 2007),Cetrotide,2000-08-11,021197,MATCH,EMD SERONO INC,CETROTIDE,2000-08-11,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021197,"date, brand and sponsor all agree with openFDA"
D657,Abbott Laboratories,Kaletra,2000-09-15,021226,MATCH_DATE_ONLY,ABBVIE,KALETRA,2000-09-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021226,date and brand agree; sponsor wording differs (master 'Abbott Laboratories' vs openFDA 'ABBVIE') — ownership change or legal-entity name
