decision_id,company_name,drug_brand,decision_date,application_number,crosscheck_status,openfda_sponsor_name,openfda_brand_name,openfda_decision_date,openfda_source_url,detail
D491,Bayer AG,Aliqopa,2017-09-14,209936,MATCH,BAYER HEALTHCARE,ALIQOPA,2017-09-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209936,"date, brand and sponsor all agree with openFDA"
D492,The Medicines Company (MDCO),Vabomere,2017-08-29,209776,MATCH_DATE_ONLY,REMPEX,VABOMERE,2017-08-29,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209776,date and brand agree; sponsor wording differs (master 'The Medicines Company (MDCO)' vs openFDA 'REMPEX') — ownership change or legal-entity name
D493,Pfizer Inc.,Besponsa,2017-08-17,761040,MATCH_DATE_ONLY,WYETH PHARMS INC,BESPONSA,2017-08-17,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761040,date and brand agree; sponsor wording differs (master 'Pfizer Inc.' vs openFDA 'WYETH PHARMS INC') — ownership change or legal-entity name
D494,AbbVie Inc.,Mavyret,2017-08-03,209394,MATCH,ABBVIE,MAVYRET,2017-08-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209394,"date, brand and sponsor all agree with openFDA"
D495,Celgene Corporation (acquired by Bristol Myers Squibb 2019),Idhifa,2017-08-01,209606,MATCH,BRISTOL MYERS SQUIBB,IDHIFA,2017-08-01,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209606,"date, brand and sponsor all agree with openFDA"
D496,"Gilead Sciences, Inc.",Vosevi,2017-07-18,209195,MATCH,GILEAD SCIENCES INC,VOSEVI,2017-07-18,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209195,"date, brand and sponsor all agree with openFDA"
D497,"Puma Biotechnology, Inc.",Nerlynx,2017-07-17,208051,MATCH,PUMA BIOTECH,NERLYNX,2017-07-17,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208051,"date, brand and sponsor all agree with openFDA"
D498,Johnson & Johnson (Janssen Biotech),Tremfya,2017-07-13,761061,MATCH,JANSSEN BIOTECH,TREMFYA,2017-07-13,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761061,"date, brand and sponsor all agree with openFDA"
D499,"Portola Pharmaceuticals, Inc. (acquired by Alexion/AstraZeneca 2020)",Bevyxxa,2017-06-23,208383,MATCH,PORTOLA PHARMS INC,BEVYXXA,2017-06-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208383,"date, brand and sponsor all agree with openFDA"
D500,"Melinta Therapeutics, Inc.",Baxdela,2017-06-19,208610,MATCH,MELINTA,BAXDELA,2017-06-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208610,"date, brand and sponsor all agree with openFDA"
D501,"Regeneron Pharmaceuticals, Inc. (with Sanofi)",Kevzara,2017-05-22,761037,MATCH,SANOFI SYNTHELABO,KEVZARA,2017-05-22,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761037,"date, brand and sponsor all agree with openFDA"
D502,"Mitsubishi Tanabe Pharma America, Inc. (subsidiary of Mitsubishi Chemical Holdings)",Radicava,2017-05-05,209176,MATCH_DATE_ONLY,SHIONOGI,RADICAVA,2017-05-05,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209176,"date and brand agree; sponsor wording differs (master 'Mitsubishi Tanabe Pharma America, Inc. (subsidiary of Mitsubishi Chemical Holdings)' vs openFDA 'SHIONOGI') — ownership change or legal-entity name"
D503,AstraZeneca PLC,Imfinzi,2017-05-01,761069,MATCH,ASTRAZENECA UK LTD,IMFINZI,2017-05-01,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761069,"date, brand and sponsor all agree with openFDA"
D504,"Radius Health, Inc.",Tymlos,2017-04-28,208743,MATCH,RADIUS,TYMLOS,2017-04-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208743,"date, brand and sponsor all agree with openFDA"
D505,Novartis AG,Rydapt,2017-04-28,207997,MATCH,NOVARTIS,RYDAPT,2017-04-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207997,"date, brand and sponsor all agree with openFDA"
D506,Takeda Pharmaceutical Company Limited (acquired ARIAD Pharmaceuticals Feb 2017),Alunbrig,2017-04-28,208772,MATCH,TAKEDA PHARMS USA,ALUNBRIG,2017-04-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208772,"date, brand and sponsor all agree with openFDA"
D507,BioMarin Pharmaceutical Inc.,Brineura,2017-04-27,761052,MATCH,BIOMARIN PHARM,BRINEURA,2017-04-27,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761052,"date, brand and sponsor all agree with openFDA"
D508,"Neurocrine Biosciences, Inc.",Ingrezza,2017-04-11,209241,MATCH,NEUROCRINE,INGREZZA,2017-04-11,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209241,"date, brand and sponsor all agree with openFDA"
D509,Teva Pharmaceutical Industries Limited,Austedo,2017-04-03,208082,MATCH,TEVA BRANDED PHARM,AUSTEDO,2017-04-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208082,"date, brand and sponsor all agree with openFDA"
D510,"Genentech, Inc. (Roche group)",Ocrevus,2017-03-28,761053,MATCH,GENENTECH INC,OCREVUS,2017-03-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761053,"date, brand and sponsor all agree with openFDA"
D511,"Regeneron Pharmaceuticals, Inc. (with Sanofi)",Dupixent,2017-03-28,761055,MATCH,REGENERON PHARMACEUTICALS,DUPIXENT,2017-03-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761055,"date, brand and sponsor all agree with openFDA"
D512,"Tesaro, Inc. (acquired by GSK 2018)",Zejula,2017-03-27,208447,MATCH_DATE_ONLY,GLAXOSMITHKLINE,ZEJULA,2017-03-27,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208447,"date and brand agree; sponsor wording differs (master 'Tesaro, Inc. (acquired by GSK 2018)' vs openFDA 'GLAXOSMITHKLINE') — ownership change or legal-entity name"
D513,"Shionogi Inc. (US subsidiary of Shionogi & Co., Ltd.)",Symproic,2017-03-23,208854,MATCH_DATE_ONLY,BDSI,SYMPROIC,2017-03-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208854,"date and brand agree; sponsor wording differs (master 'Shionogi Inc. (US subsidiary of Shionogi & Co., Ltd.)' vs openFDA 'BDSI') — ownership change or legal-entity name"
D514,Merck KGaA (EMD Serono; co-developed with Pfizer),Bavencio,2017-03-23,761049,MATCH,EMD SERONO INC,BAVENCIO,2017-03-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761049,"date, brand and sponsor all agree with openFDA"
D515,Newron Pharmaceuticals (partnered with US WorldMeds),Xadago,2017-03-21,207145,MATCH_DATE_ONLY,MDD US,XADAGO,2017-03-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207145,date and brand agree; sponsor wording differs (master 'Newron Pharmaceuticals (partnered with US WorldMeds)' vs openFDA 'MDD US') — ownership change or legal-entity name
D516,Novartis AG,Kisqali,2017-03-13,209092,MATCH,NOVARTIS,KISQALI,2017-03-13,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209092,"date, brand and sponsor all agree with openFDA"
D517,"Lexicon Pharmaceuticals, Inc.",Xermelo,2017-02-28,208794,MATCH_DATE_ONLY,TERSERA,XERMELO,2017-02-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208794,"date and brand agree; sponsor wording differs (master 'Lexicon Pharmaceuticals, Inc.' vs openFDA 'TERSERA') — ownership change or legal-entity name"
D518,Bausch Health Companies Inc. (Bausch + Lomb),Siliq,2017-02-15,761032,MATCH_DATE_ONLY,VALEANT LUXEMBOURG,SILIQ,2017-02-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761032,date and brand agree; sponsor wording differs (master 'Bausch Health Companies Inc. (Bausch + Lomb)' vs openFDA 'VALEANT LUXEMBOURG') — ownership change or legal-entity name
D519,Marathon Pharmaceuticals (private; rights sold to PTC Therapeutics 2017),Emflaza,2017-02-09,208684,MATCH,PTC THERAP,EMFLAZA,2017-02-09,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208684,"date, brand and sponsor all agree with openFDA"
D520,Amgen Inc.,Parsabiv,2017-02-07,208325,MATCH_DATE_ONLY,KAI PHARMS INC,PARSABIV,2017-02-07,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208325,date and brand agree; sponsor wording differs (master 'Amgen Inc.' vs openFDA 'KAI PHARMS INC') — ownership change or legal-entity name
D521,Synergy Pharmaceuticals Inc. (bankrupt 2018; rights to Salix/Bausch then Ardelyx),Trulance,2017-01-19,208745,MATCH,SALIX,TRULANCE IMMEDIATE RELEASE,2017-01-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208745,"date, brand and sponsor all agree with openFDA"
D522,"Merck & Co., Inc. (Merck Sharp & Dohme)",Bridion,2015-12-15,22225,MATCH,MSD SUB MERCK,BRIDION,2015-12-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022225,"date, brand and sponsor all agree with openFDA"
D523,Astellas Pharma Inc.,Cresemba,2015-03-06,207500,MATCH,ASTELLAS,CRESEMBA,2015-03-06,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207500,"date, brand and sponsor all agree with openFDA"
D535,Bristol Myers Squibb Company,Farxiga,2014-01-08,202293,MATCH_DATE_ONLY,ASTRAZENECA AB,FARXIGA,2014-01-08,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202293,date and brand agree; sponsor wording differs (master 'Bristol Myers Squibb Company' vs openFDA 'ASTRAZENECA AB') — ownership change or legal-entity name
D536,Vanda Pharmaceuticals Inc.,Hetlioz,2014-01-31,205677,MATCH,VANDA PHARMS INC,HETLIOZ,2014-01-31,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205677,"date, brand and sponsor all agree with openFDA"
D537,BioMarin Pharmaceutical Inc.,Vimizim,2014-02-14,125460,MATCH,BIOMARIN PHARM,VIMIZIM,2014-02-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125460,"date, brand and sponsor all agree with openFDA"
D538,Chelsea Therapeutics (acquired by Lundbeck 2014),Northera,2014-02-18,203202,MATCH,LUNDBECK NA LTD,NORTHERA,2014-02-18,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203202,"date, brand and sponsor all agree with openFDA"
D539,Amylin (BMS/AstraZeneca),Myalept,2014-02-24,125390,MATCH_DATE_ONLY,CHIESI FARMACEUTICI SPA,MYALEPT,2014-02-24,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125390,date and brand agree; sponsor wording differs (master 'Amylin (BMS/AstraZeneca)' vs openFDA 'CHIESI FARMACEUTICI SPA') — ownership change or legal-entity name
D540,Celgene Corporation (acquired by BMS 2019),Otezla,2014-03-21,205437,MATCH_DATE_ONLY,AMGEN INC,OTEZLA,2014-03-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205437,date and brand agree; sponsor wording differs (master 'Celgene Corporation (acquired by BMS 2019)' vs openFDA 'AMGEN INC') — ownership change or legal-entity name
D541,GlaxoSmithKline plc,Tanzeum,2014-04-15,125431,MATCH,GLAXOSMITHKLINE LLC,TANZEUM,2014-04-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125431,"date, brand and sponsor all agree with openFDA"
D542,Eli Lilly and Company,Cyramza,2014-04-21,125477,MATCH,ELI LILLY AND CO,CYRAMZA,2014-04-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125477,"date, brand and sponsor all agree with openFDA"
D543,Johnson & Johnson (Janssen),Sylvant,2014-04-23,125496,MATCH_DATE_ONLY,"RECORDATI RARE DISEASES, INC.",SYLVANT,2014-04-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125496,"date and brand agree; sponsor wording differs (master 'Johnson & Johnson (Janssen)' vs openFDA 'RECORDATI RARE DISEASES, INC.') — ownership change or legal-entity name"
D544,Novartis AG,Zykadia,2014-04-29,205755,MATCH,NOVARTIS,ZYKADIA,2014-04-29,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205755,"date, brand and sponsor all agree with openFDA"
D545,"Merck & Co., Inc.",Zontivity,2014-05-08,204886,MATCH_DATE_ONLY,KEY THERAP,ZONTIVITY,2014-05-08,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204886,"date and brand agree; sponsor wording differs (master 'Merck & Co., Inc.' vs openFDA 'KEY THERAP') — ownership change or legal-entity name"
D546,Takeda Pharmaceutical Company Limited,Entyvio,2014-05-20,125476,MATCH,TAKEDA PHARMS USA,ENTYVIO,2014-05-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125476,"date, brand and sponsor all agree with openFDA"
D547,Durata Therapeutics (acquired by Actavis/Allergan 2014),Dalvance,2014-05-23,21883,MATCH_DATE_ONLY,ABBVIE,DALVANCE,2014-05-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021883,date and brand agree; sponsor wording differs (master 'Durata Therapeutics (acquired by Actavis/Allergan 2014)' vs openFDA 'ABBVIE') — ownership change or legal-entity name
D548,Cubist Pharmaceuticals (acquired by Merck 2015),Sivextro,2014-06-20,205435,MATCH,CUBIST PHARMS LLC,SIVEXTRO,2014-06-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205435,"date, brand and sponsor all agree with openFDA"
D549,Spectrum Pharmaceuticals,Beleodaq,2014-07-03,206256,MATCH_DATE_ONLY,ACROTECH BIOPHARMA,BELEODAQ,2014-07-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206256,date and brand agree; sponsor wording differs (master 'Spectrum Pharmaceuticals' vs openFDA 'ACROTECH BIOPHARMA') — ownership change or legal-entity name
D550,Anacor Pharmaceuticals (acquired by Pfizer 2016),Kerydin,2014-07-07,204427,MATCH,ANACOR PHARMS INC,KERYDIN,2014-07-07,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204427,"date, brand and sponsor all agree with openFDA"
D551,"Gilead Sciences, Inc.",Zydelig,2014-07-23,206545,MATCH,GILEAD SCIENCES INC,ZYDELIG,2014-07-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206545,"date, brand and sponsor all agree with openFDA"
D552,"Merck & Co., Inc.",Belsomra,2014-08-13,204569,MATCH,MERCK SHARP DOHME,BELSOMRA,2014-08-13,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204569,"date, brand and sponsor all agree with openFDA"
D553,Biogen Inc.,Plegridy,2014-08-15,125499,MATCH,BIOGEN IDEC INC,PLEGRIDY PEN,2014-08-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125499,"date, brand and sponsor all agree with openFDA"
D554,Sanofi S.A. (Genzyme),Cerdelga,2014-08-19,205494,MATCH,GENZYME CORP,CERDELGA,2014-08-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205494,"date, brand and sponsor all agree with openFDA"
D555,"Merck & Co., Inc.",Keytruda,2014-09-04,125514,MATCH,MERCK SHARP DOHME,KEYTRUDA,2014-09-04,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125514,"date, brand and sponsor all agree with openFDA"
D556,AstraZeneca PLC,Movantik,2014-09-16,204760,MATCH_DATE_ONLY,AVERITAS,MOVANTIK,2014-09-16,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204760,date and brand agree; sponsor wording differs (master 'AstraZeneca PLC' vs openFDA 'AVERITAS') — ownership change or legal-entity name
D557,Eli Lilly and Company,Trulicity,2014-09-18,125469,MATCH,ELI LILLY AND CO,TRULICITY,2014-09-18,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125469,"date, brand and sponsor all agree with openFDA"
D558,"Gilead Sciences, Inc.",Harvoni,2014-10-10,205834,MATCH,GILEAD SCIENCES INC,LEDIPASVIR AND SOFOSBUVIR,2014-10-10,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205834,"date, brand and sponsor all agree with openFDA"
D559,"InterMune, Inc. (acquired by Roche 2014)",Esbriet,2014-10-15,22535,MATCH_DATE_ONLY,LEGACY,ESBRIET,2014-10-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022535,"date and brand agree; sponsor wording differs (master 'InterMune, Inc. (acquired by Roche 2014)' vs openFDA 'LEGACY') — ownership change or legal-entity name"
D560,Amgen Inc.,Blincyto,2014-12-03,125557,MATCH,AMGEN,BLINCYTO,2014-12-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125557,"date, brand and sponsor all agree with openFDA"
D561,Novartis AG (Alcon),Xtoro,2014-12-17,206307,MATCH_DATE_ONLY,FONSECA BIOSCIENCES,XTORO,2014-12-17,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206307,date and brand agree; sponsor wording differs (master 'Novartis AG (Alcon)' vs openFDA 'FONSECA BIOSCIENCES') — ownership change or legal-entity name
D562,AstraZeneca PLC,Lynparza,2014-12-19,206162,MATCH,ASTRAZENECA,LYNPARZA,2014-12-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206162,"date, brand and sponsor all agree with openFDA"
D563,Cubist Pharmaceuticals (acquired by Merck 2015),Zerbaxa,2014-12-19,206829,MATCH,CUBIST PHARMS LLC,ZERBAXA,2014-12-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206829,"date, brand and sponsor all agree with openFDA"
D564,"BioCryst Pharmaceuticals, Inc.",Rapivab,2014-12-19,206426,MATCH,BIOCRYST,RAPIVAB,2014-12-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206426,"date, brand and sponsor all agree with openFDA"
D565,AbbVie Inc.,Viekira Pak,2014-12-19,206619,MATCH,ABBVIE,VIEKIRA PAK (COPACKAGED),2014-12-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206619,"date, brand and sponsor all agree with openFDA"
D566,Bristol Myers Squibb Company,Opdivo,2014-12-22,125554,MATCH,BRISTOL MYERS SQUIBB,OPDIVO,2014-12-22,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125554,"date, brand and sponsor all agree with openFDA"
D567,Johnson & Johnson (Janssen),Olysio,2013-11-22,205123,MATCH,JANSSEN PRODS,OLYSIO,2013-11-22,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205123,"date, brand and sponsor all agree with openFDA"
D568,"Genentech, Inc. (Roche group)",Gazyva,2013-11-01,125486,MATCH,GENENTECH,GAZYVA,2013-11-01,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125486,"date, brand and sponsor all agree with openFDA"
D569,"Gilead Sciences, Inc.",Sovaldi,2013-12-06,204671,MATCH,GILEAD SCIENCES INC,SOVALDI,2013-12-06,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204671,"date, brand and sponsor all agree with openFDA"
D570,Pharmacyclics Inc. (acquired by AbbVie 2015),Imbruvica,2013-11-13,205552,MATCH,PHARMACYCLICS LLC,IMBRUVICA,2013-11-13,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205552,"date, brand and sponsor all agree with openFDA"
D571,GlaxoSmithKline plc,Anoro Ellipta,2013-12-18,203975,MATCH,GLAXOSMITHKLINE,UMECLIDINIUM AND VILANTEROL ELLIPTA,2013-12-18,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203975,"date, brand and sponsor all agree with openFDA"
D572,Bayer AG,Adempas,2013-10-08,204819,MATCH,BAYER HLTHCARE,ADEMPAS,2013-10-08,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204819,"date, brand and sponsor all agree with openFDA"
D573,GlaxoSmithKline plc,Tafinlar,2013-05-29,202806,MATCH_DATE_ONLY,NOVARTIS,TAFINLAR,2013-05-29,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202806,date and brand agree; sponsor wording differs (master 'GlaxoSmithKline plc' vs openFDA 'NOVARTIS') — ownership change or legal-entity name
D574,GlaxoSmithKline plc,Mekinist,2013-05-29,204114,MATCH_DATE_ONLY,NOVARTIS,MEKINIST,2013-05-29,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204114,date and brand agree; sponsor wording differs (master 'GlaxoSmithKline plc' vs openFDA 'NOVARTIS') — ownership change or legal-entity name
D575,ViiV Healthcare (GSK group),Tivicay,2013-08-12,204790,MATCH,VIIV HLTHCARE,TIVICAY,2013-08-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204790,"date, brand and sponsor all agree with openFDA"
D576,Takeda Pharmaceutical Company Limited,Brintellix/Trintellix,2013-09-30,204447,MATCH,TAKEDA PHARMS USA,TRINTELLIX,2013-09-30,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204447,"date, brand and sponsor all agree with openFDA"
D577,Pfizer Inc.,Duavee,2013-10-03,22247,MATCH_DATE_ONLY,WYETH PHARMS,DUAVEE,2013-10-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022247,date and brand agree; sponsor wording differs (master 'Pfizer Inc.' vs openFDA 'WYETH PHARMS') — ownership change or legal-entity name
D578,Bayer AG,Xofigo,2013-05-15,203971,MATCH,BAYER HLTHCARE,XOFIGO,2013-05-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203971,"date, brand and sponsor all agree with openFDA"
D579,GE Healthcare (General Electric),Vizamyl,2013-10-25,203137,MATCH,GE HEALTHCARE,VIZAMYL,2013-10-25,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203137,"date, brand and sponsor all agree with openFDA"
D580,NPS Pharmaceuticals (acquired by Shire/Takeda 2015),Natpara,2015-01-23,125511,MATCH,NPS PHARMS INC,NATPARA,2015-01-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125511,"date, brand and sponsor all agree with openFDA"
D581,Sprout Pharmaceuticals (acquired by Valeant 2015),Addyi,2015-08-18,22526,MATCH,SPROUT PHARMS,ADDYI,2015-08-18,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022526,"date, brand and sponsor all agree with openFDA"
D582,United Therapeutics Corporation,Unituxin,2015-03-10,125516,MATCH,UNITED THERAP,UNITUXIN,2015-03-10,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125516,"date, brand and sponsor all agree with openFDA"
D583,Elusys Therapeutics (private Anthim; rights sold to Spero/Nabriva),Anthim,2016-03-18,125509,MATCH,ELUSYS THERAPEUTICS INC,ANTHIM,2016-03-18,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125509,"date, brand and sponsor all agree with openFDA"
D584,Blue Earth Diagnostics (private at approval; acquired by Bracco 2017),Axumin,2016-05-27,208054,MATCH,BLUE EARTH,AXUMIN,2016-05-27,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208054,"date, brand and sponsor all agree with openFDA"
D585,Advanced Accelerator Applications (AAA; acquired by Novartis 2018),NETSPOT,2016-06-01,208547,MATCH,NOVARTIS,NETSPOT,2016-06-01,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208547,"date, brand and sponsor all agree with openFDA"
D586,Ultragenyx Pharmaceutical Inc.,Mepsevii,2017-11-15,761047,MATCH,ULTRAGENYX PHARM INC,MEPSEVII,2017-11-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761047,"date, brand and sponsor all agree with openFDA"
D587,Vertex Pharmaceuticals Incorporated,Kalydeco,2012-01-31,203188,MATCH,VERTEX PHARMS,KALYDECO,2012-01-31,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203188,"date, brand and sponsor all agree with openFDA"
D588,Pfizer Inc.,Bosulif,2012-09-04,203341,MATCH_DATE_ONLY,PF PRISM CV,BOSULIF,2012-09-04,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203341,date and brand agree; sponsor wording differs (master 'Pfizer Inc.' vs openFDA 'PF PRISM CV') — ownership change or legal-entity name
D589,"Gilead Sciences, Inc.",Stribild,2012-08-27,203100,MATCH,GILEAD SCIENCES INC,STRIBILD,2012-08-27,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203100,"date, brand and sponsor all agree with openFDA"
D590,Sanofi (Regeneron partnership),Zaltrap,2012-08-03,125418,MATCH,SANOFI AVENTIS US,ZALTRAP,2012-08-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125418,"date, brand and sponsor all agree with openFDA"
D591,Astellas Pharma Inc. (Medivation),Xtandi,2012-08-31,203415,MATCH,ASTELLAS,XTANDI,2012-08-31,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203415,"date, brand and sponsor all agree with openFDA"
D592,"Eisai Co., Ltd.",Fycompa,2012-10-22,202834,MATCH_DATE_ONLY,CATALYST PHARMS,FYCOMPA,2012-10-22,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202834,"date and brand agree; sponsor wording differs (master 'Eisai Co., Ltd.' vs openFDA 'CATALYST PHARMS') — ownership change or legal-entity name"
D593,Bristol Myers Squibb Company,Yervoy,2011-03-25,125377,MATCH,BRISTOL MYERS SQUIBB,YERVOY,2011-03-25,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125377,"date, brand and sponsor all agree with openFDA"
