decision_id,year,application_number,application_kind,company_name,openfda_sponsor_name,ticker,exchange,sponsor_resolution_basis,drug_brand,drug_generic,product_details,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,source_url_1,source_url_2,source_url_3,payload_file,payload_sha256_prefix,verification_status,us_investable_class,notes
V27-NDA022271-2013-01-25,2013,NDA022271,NDA,TAKEDA PHARMS USA,TAKEDA PHARMS USA,,,UNRESOLVED - no exact match for TAKEDA PHARMS USA; blank beats guessed,ALOGLIPTIN,ALOGLIPTIN,NESINA (TABLET ORAL); NESINA (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2013-01-25,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022271,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA022271""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA022271 approved 2013-01-25, brand ALOGLIPTIN, type Type 1 - New Molecular Entity, sponsor TAKEDA PHARMS USA. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA203568-2013-01-29,2013,NDA203568,NDA,KASTLE THERAPS LLC,KASTLE THERAPS LLC,,,UNRESOLVED - no exact match for KASTLE THERAPS LLC; blank beats guessed,KYNAMRO,,KYNAMRO (SOLUTION SUBCUTANEOUS),Original Approval (Type 1 - New Molecular Entity),2013-01-29,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203568,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA203568""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA203568 approved 2013-01-29, brand KYNAMRO, type Type 1 - New Molecular Entity, sponsor KASTLE THERAPS LLC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA203098-2013-01-31,2013,NDA203098,NDA,PERRIGO ISRAEL,PERRIGO ISRAEL,,,UNRESOLVED - no exact match for PERRIGO ISRAEL; blank beats guessed,TESTOSTERONE,,"TESTOSTERONE (GEL TRANSDERMAL); TESTOSTERONE (GEL, METERED TRANSDERMAL)",Original Approval (Type 3 - New Dosage Form),2013-01-31,TYPE 3,Type 3 - New Dosage Form,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203098,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA203098""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA203098 approved 2013-01-31, brand TESTOSTERONE, type Type 3 - New Dosage Form, sponsor PERRIGO ISRAEL. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA203284-2013-02-01,2013,NDA203284,NDA,HORIZON THERAP US,HORIZON THERAP US,,,UNRESOLVED - no exact match for HORIZON THERAP US; blank beats guessed,GLYCEROL PHENYLBUTYRATE,GLYCEROL PHENYLBUTYRATE,RAVICTI (LIQUID ORAL),Original Approval (Type 2 - New Active Ingredient),2013-02-01,TYPE 2,Type 2 - New Active Ingredient,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203284,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA203284""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA203284 approved 2013-02-01, brand GLYCEROL PHENYLBUTYRATE, type Type 2 - New Active Ingredient, sponsor HORIZON THERAP US. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA204412-2013-02-01,2013,NDA204412,NDA,ABBVIE,ABBVIE,,,UNRESOLVED - no exact match for ABBVIE; blank beats guessed,DELZICOL,,"DELZICOL (CAPSULE, DELAYED RELEASE ORAL)",Original Approval (Type 3 - New Dosage Form),2013-02-01,TYPE 3,Type 3 - New Dosage Form,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204412,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204412""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA204412 approved 2013-02-01, brand DELZICOL, type Type 3 - New Dosage Form, sponsor ABBVIE. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA203479-2013-02-06,2013,NDA203479,NDA,DOUGLAS PHARMS,DOUGLAS PHARMS,,,UNRESOLVED - no exact match for DOUGLAS PHARMS; blank beats guessed,VERSACLOZ,CLOZAPINE,VERSACLOZ (SUSPENSION ORAL),Original Approval (Type 3 - New Dosage Form),2013-02-06,TYPE 3,Type 3 - New Dosage Form,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203479,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA203479""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA203479 approved 2013-02-06, brand VERSACLOZ, type Type 3 - New Dosage Form, sponsor DOUGLAS PHARMS. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA204026-2013-02-08,2013,NDA204026,NDA,BRISTOL,BRISTOL,,,UNRESOLVED - no exact match for BRISTOL; blank beats guessed,POMALYST,POMALIDOMIDE,POMALYST (CAPSULE ORAL); POMALYST (CAPSULE ORAL),Original Approval (Type 1 - New Molecular Entity),2013-02-08,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204026,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204026""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA204026 approved 2013-02-08, brand POMALYST, type Type 1 - New Molecular Entity, sponsor BRISTOL. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA204307-2013-02-20,2013,NDA204307,NDA,PERSION,PERSION,,,UNRESOLVED - no exact match for PERSION; blank beats guessed,VITUZ,,VITUZ (SOLUTION ORAL),Original Approval (Type 3 - New Dosage Form),2013-02-20,TYPE 3,Type 3 - New Dosage Form,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204307,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204307""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA204307 approved 2013-02-20, brand VITUZ, type Type 3 - New Dosage Form, sponsor PERSION. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA125427-2013-02-22,2013,BLA125427,BLA,GENENTECH,GENENTECH,,,UNRESOLVED - no exact match for GENENTECH; blank beats guessed,KADCYLA,ADO-TRASTUZUMAB EMTANSINE,KADCYLA (VIAL SINGLE-USE); KADCYLA (VIAL SINGLE-USE),Original Approval (Type 1 - New Molecular Entity),2013-02-22,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125427,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA125427""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA125427 approved 2013-02-22, brand KADCYLA, type Type 1 - New Molecular Entity, sponsor GENENTECH. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA203505-2013-02-26,2013,NDA203505,NDA,DUCHESNAY,DUCHESNAY,,,UNRESOLVED - no exact match for DUCHESNAY; blank beats guessed,OSPHENA,OSPEMIFENE,OSPHENA (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2013-02-26,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203505,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA203505""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA203505 approved 2013-02-26, brand OSPHENA, type Type 1 - New Molecular Entity, sponsor DUCHESNAY. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA202971-2013-02-28,2013,NDA202971,NDA,OTSUKA PHARM CO LTD,OTSUKA PHARM CO LTD,,,UNRESOLVED - no exact match for OTSUKA PHARM CO LTD; blank beats guessed,ABILIFY MAINTENA,ARIPIPRAZOLE,"ABILIFY MAINTENA KIT (FOR SUSPENSION, EXTENDED RELEASE INTRAMUSCULAR); ABILIFY MAINTENA KIT (FOR SUSPENSION, EXTENDED RELEASE INTRAMUSCULAR)",Original Approval (Type 3 - New Dosage Form),2013-02-28,TYPE 3,Type 3 - New Dosage Form,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202971,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA202971""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA202971 approved 2013-02-28, brand ABILIFY MAINTENA, type Type 3 - New Dosage Form, sponsor OTSUKA PHARM CO LTD. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA202207-2013-03-13,2013,NDA202207,NDA,CARDINAL HEALTH 414,CARDINAL HEALTH 414,,,UNRESOLVED - no exact match for CARDINAL HEALTH 414; blank beats guessed,KIT FOR THE PREPARATION OF LYMPHOSEEK (TECHNETIUM TC 99M TILMANOCEPT),TILMANOCEPT,LYMPHOSEEK KIT (INJECTABLE INJECTION),Original Approval (Type 1 - New Molecular Entity),2013-03-13,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202207,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA202207""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA202207 approved 2013-03-13, brand KIT FOR THE PREPARATION OF LYMPHOSEEK (TECHNETIUM TC 99M TILMANOCEPT), type Type 1 - New Molecular Entity, sponsor CARDINAL HEALTH 414. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA204781-2013-03-20,2013,NDA204781,NDA,GUERBET,GUERBET,,,UNRESOLVED - no exact match for GUERBET; blank beats guessed,DOTAREM,GADOTERATE MEGLUMINE,DOTAREM (SOLUTION INTRAVENOUS); DOTAREM (SOLUTION INTRAVENOUS),Original Approval (Type 1 - New Molecular Entity),2013-03-20,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204781,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204781""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA204781 approved 2013-03-20, brand DOTAREM, type Type 1 - New Molecular Entity, sponsor GUERBET. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA204063-2013-03-27,2013,NDA204063,NDA,BIOGEN,BIOGEN,,,UNRESOLVED - no exact match for BIOGEN; blank beats guessed,TECFIDERA,DIMETHYL FUMARATE,"TECFIDERA (CAPSULE, DELAYED RELEASE ORAL); TECFIDERA (CAPSULE, DELAYED RELEASE ORAL)",Original Approval (Type 1 - New Molecular Entity),2013-03-27,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204063,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204063""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA204063 approved 2013-03-27, brand TECFIDERA, type Type 1 - New Molecular Entity, sponsor BIOGEN. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA204042-2013-03-29,2013,NDA204042,NDA,JANSSEN PHARMS,JANSSEN PHARMS,,,UNRESOLVED - no exact match for JANSSEN PHARMS; blank beats guessed,INVOKANA,CANAGLIFLOZIN,INVOKANA (TABLET ORAL); INVOKANA (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2013-03-29,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204042,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204042""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA204042 approved 2013-03-29, brand INVOKANA, type Type 1 - New Molecular Entity, sponsor JANSSEN PHARMS. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA204275-2013-05-10,2013,NDA204275,NDA,GLAXO GRP LTD,GLAXO GRP LTD,,,UNRESOLVED - no exact match for GLAXO GRP LTD; blank beats guessed,BREO ELLIPTA,FLUTICASONE FUROATE AND VILANTEROL TRIFENATATE,BREO ELLIPTA (POWDER INHALATION); BREO ELLIPTA (POWDER INHALATION),Original Approval (Type 1 - New Molecular Entity),2013-05-10,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204275,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204275""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA204275 approved 2013-05-10, brand BREO ELLIPTA, type Type 1 - New Molecular Entity, sponsor GLAXO GRP LTD. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA203971-2013-05-15,2013,NDA203971,NDA,BAYER HLTHCARE,BAYER HLTHCARE,,,UNRESOLVED - no exact match for BAYER HLTHCARE; blank beats guessed,XOFIGO,RADIUM RA 223 DICHLORIDE,XOFIGO (SOLUTION INTRAVENOUS),Original Approval (Type 1 - New Molecular Entity),2013-05-15,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203971,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA203971""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA203971 approved 2013-05-15, brand XOFIGO, type Type 1 - New Molecular Entity, sponsor BAYER HLTHCARE. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA202806-2013-05-29,2013,NDA202806,NDA,NOVARTIS,NOVARTIS,,,UNRESOLVED - no exact match for NOVARTIS; blank beats guessed,TAFINLAR,DABRAFENIB,TAFINLAR (CAPSULE ORAL); TAFINLAR (CAPSULE ORAL),Original Approval (Type 1 - New Molecular Entity),2013-05-29,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202806,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA202806""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA202806 approved 2013-05-29, brand TAFINLAR, type Type 1 - New Molecular Entity, sponsor NOVARTIS. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA204114-2013-05-29,2013,NDA204114,NDA,NOVARTIS,NOVARTIS,,,UNRESOLVED - no exact match for NOVARTIS; blank beats guessed,MEKINIST,TRAMETINIB,MEKINIST (TABLET ORAL); MEKINIST (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2013-05-29,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204114,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204114""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA204114 approved 2013-05-29, brand MEKINIST, type Type 1 - New Molecular Entity, sponsor NOVARTIS. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA201292-2013-07-12,2013,NDA201292,NDA,BOEHRINGER INGELHEIM,BOEHRINGER INGELHEIM,,,UNRESOLVED - no exact match for BOEHRINGER INGELHEIM; blank beats guessed,GILOTRIF,AFATINIB,GILOTRIF (TABLET ORAL); GILOTRIF (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2013-07-12,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=201292,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA201292""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA201292 approved 2013-07-12, brand GILOTRIF, type Type 1 - New Molecular Entity, sponsor BOEHRINGER INGELHEIM. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA204168-2013-07-25,2013,NDA204168,NDA,ABBVIE,ABBVIE,,,UNRESOLVED - no exact match for ABBVIE; blank beats guessed,FETZIMA,LEVOMILNACIPRAN HYDROCHLORIDE,"FETZIMA (CAPSULE, EXTENDED RELEASE ORAL); FETZIMA (CAPSULE, EXTENDED RELEASE ORAL)",Original Approval (Type 2 - New Active Ingredient),2013-07-25,TYPE 2,Type 2 - New Active Ingredient,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204168,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204168""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA204168 approved 2013-07-25, brand FETZIMA, type Type 2 - New Active Ingredient, sponsor ABBVIE. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
