decision_id,year,application_number,application_kind,company_name,openfda_sponsor_name,ticker,exchange,sponsor_resolution_basis,drug_brand,drug_generic,product_details,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,source_url_1,source_url_2,source_url_3,payload_file,payload_sha256_prefix,verification_status,us_investable_class,notes
V27-NDA202342-2013-08-06,2013,NDA202342,NDA,BELCHER,BELCHER,,,UNRESOLVED - no exact match for BELCHER; blank beats guessed,ESOMEPRAZOLE STRONTIUM,ESOMEPRAZOLE STRONTIUM,"ESOMEPRAZOLE STRONTIUM (CAPSULE, DELAYED RELEASE ORAL); ESOMEPRAZOLE STRONTIUM (CAPSULE, DELAYED RELEASE ORAL)",Original Approval (Type 2 - New Active Ingredient),2013-08-06,TYPE 2,Type 2 - New Active Ingredient,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202342,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA202342""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA202342 approved 2013-08-06, brand ESOMEPRAZOLE STRONTIUM, type Type 2 - New Active Ingredient, sponsor BELCHER. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA204790-2013-08-12,2013,NDA204790,NDA,VIIV HLTHCARE,VIIV HLTHCARE,,,UNRESOLVED - no exact match for VIIV HLTHCARE; blank beats guessed,TIVICAY,DOLUTEGRAVIR SODIUM,TIVICAY (TABLET ORAL); TIVICAY (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2013-08-12,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204790,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204790""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA204790 approved 2013-08-12, brand TIVICAY, type Type 1 - New Molecular Entity, sponsor VIIV HLTHCARE. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA204447-2013-09-30,2013,NDA204447,NDA,TAKEDA PHARMS USA,TAKEDA PHARMS USA,,,UNRESOLVED - no exact match for TAKEDA PHARMS USA; blank beats guessed,TRINTELLIX,VORTIOXETINE,TRINTELLIX (TABLET ORAL); TRINTELLIX (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2013-09-30,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204447,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204447""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA204447 approved 2013-09-30, brand TRINTELLIX, type Type 1 - New Molecular Entity, sponsor TAKEDA PHARMS USA. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA022247-2013-10-03,2013,NDA022247,NDA,WYETH PHARMS,WYETH PHARMS,,,UNRESOLVED - no exact match for WYETH PHARMS; blank beats guessed,DUAVEE,CONJUGATED ESTROGENS/BAZEDOXIFENE,DUAVEE (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity and Type 4 - New Combination),2013-10-03,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022247,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA022247""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA022247 approved 2013-10-03, brand DUAVEE, type Type 1 - New Molecular Entity and Type 4 - New Combination, sponsor WYETH PHARMS. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA204819-2013-10-08,2013,NDA204819,NDA,BAYER HLTHCARE,BAYER HLTHCARE,,,UNRESOLVED - no exact match for BAYER HLTHCARE; blank beats guessed,ADEMPAS,RIOCIGUAT,ADEMPAS (TABLET ORAL); ADEMPAS (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2013-10-08,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204819,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204819""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA204819 approved 2013-10-08, brand ADEMPAS, type Type 1 - New Molecular Entity, sponsor BAYER HLTHCARE. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA204410-2013-10-18,2013,NDA204410,NDA,ACTELION,ACTELION,,,UNRESOLVED - no exact match for ACTELION; blank beats guessed,OPSUMIT,MACITENTAN,OPSUMIT (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2013-10-18,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204410,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204410""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA204410 approved 2013-10-18, brand OPSUMIT, type Type 1 - New Molecular Entity, sponsor ACTELION. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA203137-2013-10-25,2013,NDA203137,NDA,GE HEALTHCARE,GE HEALTHCARE,,,UNRESOLVED - no exact match for GE HEALTHCARE; blank beats guessed,VIZAMYL,FLUTEMETAMOL F-18,VIZAMYL (INJECTABLE INTRAVENOUS); VIZAMYL (INJECTABLE INTRAVENOUS),Original Approval (Type 1 - New Molecular Entity),2013-10-25,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203137,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA203137""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA203137 approved 2013-10-25, brand VIZAMYL, type Type 1 - New Molecular Entity, sponsor GE HEALTHCARE. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA125486-2013-11-01,2013,BLA125486,BLA,GENENTECH,GENENTECH,,,UNRESOLVED - no exact match for GENENTECH; blank beats guessed,GAZYVA,OBINUTUZUMAB,GAZYVA (INJECTABLE INJECTION),Original Approval (Type 1 - New Molecular Entity),2013-11-01,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125486,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA125486""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA125486 approved 2013-11-01, brand GAZYVA, type Type 1 - New Molecular Entity, sponsor GENENTECH. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA022416-2013-11-08,2013,NDA022416,NDA,SUMITOMO PHARMA AM,SUMITOMO PHARMA AM,,,UNRESOLVED - no exact match for SUMITOMO PHARMA AM; blank beats guessed,APTIOM,ESLICARBAZEPINE ACETATE,APTIOM (TABLET ORAL); APTIOM (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2013-11-08,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022416,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA022416""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA022416 approved 2013-11-08, brand APTIOM, type Type 1 - New Molecular Entity, sponsor SUMITOMO PHARMA AM. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA205552-2013-11-13,2013,NDA205552,NDA,PHARMACYCLICS LLC,PHARMACYCLICS LLC,,,UNRESOLVED - no exact match for PHARMACYCLICS LLC; blank beats guessed,IMBRUVICA,IBRUTINIB,IMBRUVICA (CAPSULE ORAL); IMBRUVICA (CAPSULE ORAL),Original Approval (Type 1 - New Molecular Entity),2013-11-13,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205552,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205552""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA205552 approved 2013-11-13, brand IMBRUVICA, type Type 1 - New Molecular Entity, sponsor PHARMACYCLICS LLC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA204153-2013-11-14,2013,NDA204153,NDA,BAUSCH,BAUSCH,,,UNRESOLVED - no exact match for BAUSCH; blank beats guessed,LUZU,LULICONAZOLE,LUZU (CREAM TOPICAL),Original Approval (Type 1 - New Molecular Entity),2013-11-14,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204153,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204153""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA204153 approved 2013-11-14, brand LUZU, type Type 1 - New Molecular Entity, sponsor BAUSCH. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA205123-2013-11-22,2013,NDA205123,NDA,JANSSEN PRODS,JANSSEN PRODS,,,UNRESOLVED - no exact match for JANSSEN PRODS; blank beats guessed,OLYSIO,,OLYSIO (CAPSULE ORAL),Original Approval (Type 1 - New Molecular Entity),2013-11-22,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205123,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205123""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=2000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA205123 approved 2013-11-22, brand OLYSIO, type Type 1 - New Molecular Entity, sponsor JANSSEN PRODS. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA204671-2013-12-06,2013,NDA204671,NDA,GILEAD SCIENCES INC,GILEAD SCIENCES INC,,,UNRESOLVED - no exact match for GILEAD SCIENCES INC; blank beats guessed,SOVALDI,SOFOSBUVIR,SOVALDI (TABLET ORAL); SOVALDI (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2013-12-06,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204671,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204671""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA204671 approved 2013-12-06, brand SOVALDI, type Type 1 - New Molecular Entity, sponsor GILEAD SCIENCES INC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA203975-2013-12-18,2013,NDA203975,NDA,GLAXOSMITHKLINE,GLAXOSMITHKLINE,,,UNRESOLVED - no exact match for GLAXOSMITHKLINE; blank beats guessed,UMECLIDINIUM AND VILANTEROL ELLIPTA,UMECLIDINIUM BROMIDE AND VILANTEROL TRIFENATATE,ANORO ELLIPTA (POWDER INHALATION),Original Approval (Type 1 - New Molecular Entity and Type 4 - New Combination),2013-12-18,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203975,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA203975""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20130101%20TO%2020131231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json,100750d32ba4,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA203975 approved 2013-12-18, brand UMECLIDINIUM AND VILANTEROL ELLIPTA, type Type 1 - New Molecular Entity and Type 4 - New Combination, sponsor GLAXOSMITHKLINE. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2013.json SHA prefix 100750d32ba4. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA202293-2014-01-08,2014,NDA202293,NDA,ASTRAZENECA AB,ASTRAZENECA AB,,,UNRESOLVED - no exact match for ASTRAZENECA AB; blank beats guessed,FARXIGA,DAPAGLIFLOZIN,FARXIGA (TABLET ORAL); FARXIGA (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2014-01-08,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=202293,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA202293""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2014.json,affba11d9649,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA202293 approved 2014-01-08, brand FARXIGA, type Type 1 - New Molecular Entity, sponsor ASTRAZENECA AB. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2014.json SHA prefix affba11d9649. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
