audit_id,year,application_number,application_kind,drug_brand,drug_generic,openfda_holder,payload_decision_date,payload_class_code,payload_class_description,payload_review_priority,tracked_in,tracked_row_id,tracked_table_date,tracked_table_class,tracked_table_priority,date_agreement,class_agreement,priority_agreement,matched_via,verdict,review_flag,source_url_drugsatfda,source_query_url
F1984-012,1984,NDA018938,NDA,DDAVP,DESMOPRESSIN ACETATE,J MOLNER,1984-03-30,TYPE 3,Type 3 - New Dosage Form,PRIORITY,fda_original_non_nme_decisions.csv,O-NDA018938,1984-03-30,TYPE 3,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018938,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-013,1984,NDA018967,NDA,LIDOCAINE HYDROCHLORIDE 0.8% AND DEXTROSE 5% IN PLASTIC CONTAINER,LIDOCAINE HYDROCHLORIDE 800MG/100ML,B BRAUN,1984-03-30,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018967,1984-03-30,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018967,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=1000"
F1984-014,1984,NDA019038,NDA,CALAN,VERAPAMIL HYDROCHLORIDE 2.5MG/ML,GD SEARLE LLC,1984-03-30,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019038,1984-03-30,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019038,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-015,1984,NDA019006,NDA,ISOLYTE S PH 7.4 IN PLASTIC CONTAINER,"MAGNESIUM CHLORIDE 30MG/100ML; POTASSIUM CHLORIDE 37MG/100ML; POTASSIUM PHOSPHATE, MONOBASIC 0.82MG/100ML; SODIUM ACETATE 370MG/100ML; SODIUM CHLORIDE 530MG/100ML; SODIUM GLUCONATE 500MG/100ML; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE 12MG/100ML",B BRAUN,1984-04-02,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019006,1984-04-02,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019006,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-016,1984,NDA018921,NDA,LACTATED RINGER'S IN PLASTIC CONTAINER,"SODIUM CHLORIDE, SOLDIUM LACTATE, POTASSIUM CHLORIDE AND CALCIUM CHLORIDE",BAXTER HLTHCARE,1984-04-03,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018921,1984-04-03,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018921,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-017,1984,NDA018985,NDA,ORTHO-NOVUM 7/7/7-28,"ETHINYL ESTRADIOL 0.035MG,0.035MG,0.035MG; NORETHINDRONE 0.5MG,0.75MG,1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**",JANSSEN PHARMS,1984-04-04,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018985,1984-04-04,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018985,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-018,1984,NDA019004,NDA,ORTHO-NOVUM 7/14-21,"ETHINYL ESTRADIOL 0.035MG,0.035MG; NORETHINDRONE 0.5MG,1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**",ORTHO MCNEIL PHARM,1984-04-04,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019004,1984-04-04,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019004,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-019,1984,NDA018849,NDA,LIDEX,FLUOCINONIDE 0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,ALVOGEN,1984-04-06,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018849,1984-04-06,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018849,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-020,1984,NDA018901,NDA,AMINESS 5.2% ESSENTIAL AMINO ACIDS W/ HISTADINE,AMINO ACIDS 5.2% (5.2GM/100ML),HOSPIRA,1984-04-06,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018901,1984-04-06,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018901,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-021,1984,NDA019029,NDA,METRONIDAZOLE,METRONIDAZOLE 250MG,LNK,1984-04-10,,,,fda_original_non_nme_decisions.csv,O-NDA019029,1984-04-10,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019029,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-022,1984,NDA018977,NDA,TRI-NORINYL 28-DAY,"ETHINYL ESTRADIOL 0.035MG,0.035MG,0.035MG; NORETHINDRONE 0.5MG,1MG,0.5MG",DR REDDYS LABS SA,1984-04-11,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018977,1984-04-11,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018977,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-023,1984,NDA018858,NDA,INDOMETHACIN,INDOMETHACIN 25MG,RISING,1984-04-20,,,,fda_original_non_nme_decisions.csv,O-NDA018858,1984-04-20,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018858,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=1000"
F1984-024,1984,NDA018776,NDA,NORCURON,VECURONIUM BROMIDE 20MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,ORGANON USA INC,1984-04-30,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1984-11,1984-04-30,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018776,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=1000"
F1984-025,1984,NDA017498,NDA,MICRONASE,GLYBURIDE 5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,PFIZER,1984-05-01,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1984-12,1984-05-01,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017498,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-026,1984,NDA017532,NDA,DIABETA,GLYBURIDE,SANOFI AVENTIS US,1984-05-01,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA017532,1984-05-01,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017532,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-027,1984,NDA018692,NDA,MARCAINE,BUPIVACAINE HYDROCHLORIDE IN DEXTROSE,HOSPIRA,1984-05-04,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018692,1984-05-04,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018692,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-028,1984,NDA018730,NDA,INDOMETHACIN,INDOMETHACIN 50MG,IVAX SUB TEVA PHARMS,1984-05-04,,,,fda_original_non_nme_decisions.csv,O-NDA018730,1984-05-04,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018730,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-029,1984,NDA019050,NDA,SUFENTA PRESERVATIVE FREE,SUFENTANIL CITRATE EQ 0.05MG BASE/ML,RISING,1984-05-04,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,pre1985_fda_decisions.csv,PRE1985-1984-13,1984-05-04,TYPE 1,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019050,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=1000"
F1984-030,1984,NDA017783,NDA,GLUCOTROL,GLIPIZIDE 10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,PFIZER,1984-05-08,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1984-14,1984-05-08,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017783,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-031,1984,NDA018851,NDA,INDOMETHACIN,INDOMETHACIN 50MG,HERITAGE,1984-05-18,,,,fda_original_non_nme_decisions.csv,O-NDA018851,1984-05-18,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018851,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-032,1984,NDA018989,NDA,ADVIL,IBUPROFEN,HALEON US HOLDINGS,1984-05-18,TYPE 3,Type 3 - New Dosage Form,PRIORITY,fda_original_non_nme_decisions.csv,O-NDA018989,1984-05-18,TYPE 3,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018989,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-033,1984,NDA019012,NDA,MOTRIN MIGRAINE PAIN,IBUPROFEN 200MG,KENVUE BRANDS,1984-05-18,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019012,1984-05-18,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019012,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=1000"
F1984-034,1984,NDA018902,NDA,FUROSEMIDE,FUROSEMIDE,FRESENIUS KABI USA,1984-05-22,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018902,1984-05-22,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018902,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-035,1984,NDA050554,NDA,PRECEF,CEFORANIDE 20GM/VIAL,BRISTOL,1984-05-24,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1984-15,1984-05-24,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050554,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-036,1984,NDA018760,NDA,TENORETIC 100,ATENOLOL 100MG; CHLORTHALIDONE 25MG,TWI PHARMS,1984-06-08,TYPE 4,Type 4 - New Combination,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018760,1984-06-08,TYPE 4,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018760,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-037,1984,NDA019024,NDA,PHYSIOLYTE IN PLASTIC CONTAINER,"SODIUM CHLORIDE, SODIUM GLUCONATE, SODIUM ACETATE, POTASSIUM CHLORIDE, AND MAGNESIUM CHLORIDE",B BRAUN,1984-06-08,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019024,1984-06-08,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019024,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-038,1984,NDA019047,NDA,PLASMA-LYTE 56 IN PLASTIC CONTAINER,MAGNESIUM ACETATE TETRAHYDRATE 32MG/100ML; POTASSIUM ACETATE 128MG/100ML; SODIUM CHLORIDE 234MG/100ML,BAXTER HLTHCARE,1984-06-15,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019047,1984-06-15,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019047,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=1000"
F1984-039,1984,NDA019117,NDA,FLUOCINONIDE,FLUOCINONIDE 0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SUN PHARMA CANADA,1984-06-26,,,,fda_original_non_nme_decisions.csv,O-NDA019117,1984-06-26,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019117,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=1000"
F1984-040,1984,NDA019137,NDA,BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE,FOUGERA,1984-06-26,,,,fda_original_non_nme_decisions.csv,O-NDA019137,1984-06-26,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019137,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-041,1984,NDA019138,NDA,ALPHATREX,BETAMETHASONE DIPROPIONATE EQ 0.05% BASE,SAVAGE LABS,1984-06-26,,,,fda_original_non_nme_decisions.csv,O-NDA019138,1984-06-26,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019138,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-042,1984,NDA018934,NDA,METHYLDOPA,METHYLDOPA,CHARTWELL RX,1984-06-29,,,,fda_original_non_nme_decisions.csv,O-NDA018934,1984-06-29,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018934,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-043,1984,NDA018827,NDA,LOTRISONE,BETAMETHASONE DIPROPIONATE EQ 0.05% BASE; CLOTRIMAZOLE 1% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,ORGANON,1984-07-10,TYPE 4,Type 4 - New Combination,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018827,1984-07-10,TYPE 4,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018827,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-044,1984,NDA019101,NDA,FENTANYL CITRATE,FENTANYL CITRATE,HIKMA,1984-07-11,,,,fda_original_non_nme_decisions.csv,O-NDA019101,1984-07-11,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019101,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-045,1984,NDA019011,NDA,GOLYTELY,"POLYETHYLENE GLYCOL 3350, SODIUM SULFATE ANHYDROUS, SODIUM BICARBONATE, SODIUM CHLORIDE, POTASSIUM CHLORIDE",AZURITY,1984-07-13,TYPE 4,Type 4 - New Combination,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019011,1984-07-13,TYPE 4,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019011,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=1000"
F1984-046,1984,NDA019217,NDA,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SODIUM CHLORIDE 90MG/10ML (9MG/ML),ICU MEDICAL INC,1984-07-13,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019217,1984-07-13,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019217,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-047,1984,NDA019222,NDA,DEXTROSE 5% IN PLASTIC CONTAINER,DEXTROSE 50MG/ML,ICU MEDICAL INC,1984-07-13,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019222,1984-07-13,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019222,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-048,1984,NDA018895,NDA,TPN ELECTROLYTES IN PLASTIC CONTAINER,"SODIUM CHLORIDE, CALCIUM CHLORIDE, POTASSIUM CHLORIDE, MAGNESIUM CHLORIDE, AND SODIUM ACETATE ANHYDROUS",HOSPIRA,1984-07-20,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018895,1984-07-20,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018895,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-049,1984,NDA018896,NDA,POTASSIUM ACETATE,POTASSIUM ACETATE,HOSPIRA,1984-07-20,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018896,1984-07-20,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018896,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-050,1984,NDA018897,NDA,SODIUM CHLORIDE 14.6%,SODIUM CHLORIDE,HOSPIRA,1984-07-20,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018897,1984-07-20,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018897,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-051,1984,NDA019018,NDA,TROPHAMINE 10%,"ISOLEUCINE, LEUCINE, LYSINE ACETATE, METHIONINE, PHENYLALANINE, THREONINE, TRYPTOPHAN, VALINE, CYSTEINE HYDROCHLORIDE, HISTIDINE, TYROSINE, N-ACETYL-TYROSINE, ALANINE, ARGININE, PROLINE, SERINE, GLYCINE, ASPARTIC ACID, GLUTAMIC ACID, AND TAURINE",B BRAUN,1984-07-20,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019018,1984-07-20,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019018,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
