supplement_id,company_name,openfda_sponsor_name,ticker,exchange,us_investable_class,drug_brand,drug_generic,application_number,submission_number,decision_type,decision_date,review_priority,submission_property_type,pharm_class_epc,route,approval_letter_url,label_url,source_url_drugsatfda,source_query_url,verification_status,sponsor_resolution_basis,notes
S2020-NDA021344-41,AstraZeneca PLC,ASTRAZENECA,AZN,NASDAQ,US-LISTED (ADR),FASLODEX,FULVESTRANT,NDA021344,41,Efficacy Supplement Approval,2020-05-13,STANDARD,,Estrogen Receptor Antagonist [EPC],INTRAMUSCULAR,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/021344Orig1s041ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021344s041lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021344,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-NDA204026-23,Bristol-Myers Squibb Company,BRISTOL,BMY,NYSE,US-LISTED,POMALYST,POMALIDOMIDE,NDA204026,23,Efficacy Supplement Approval,2020-05-14,PRIORITY,Orphan,Thalidomide Analog [EPC],ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/204026Orig1s023ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204026s023lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204026,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry match: sponsor 'bristol' is an abbreviation of registry key 'bristol myers' (shortest/most direct entry),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-NDA204026-24,Bristol-Myers Squibb Company,BRISTOL,BMY,NYSE,US-LISTED,POMALYST,POMALIDOMIDE,NDA204026,24,Efficacy Supplement Approval,2020-05-14,PRIORITY,Orphan,Thalidomide Analog [EPC],ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/204026Orig1s024ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204026s024lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204026,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry match: sponsor 'bristol' is an abbreviation of registry key 'bristol myers' (shortest/most direct entry),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125377-109,Bristol-Myers Squibb Company,BRISTOL MYERS SQUIBB,BMY,NYSE,US-LISTED,YERVOY,IPILIMUMAB,BLA125377,109,Efficacy Supplement Approval,2020-05-15,PRIORITY,,CTLA-4-directed Blocking Antibody [EPC],INTRAVENOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125377Orig1s109ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125377s109lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125377,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125554-80,Bristol-Myers Squibb Company,BRISTOL MYERS SQUIBB,BMY,NYSE,US-LISTED,OPDIVO,NIVOLUMAB,BLA125554,80,Efficacy Supplement Approval,2020-05-15,PRIORITY,,Programmed Death Receptor-1 Blocking Antibody [EPC],INTRAVENOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125554Orig1s080ltr.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125554s080lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125554,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-NDA209115-4,PHARMAAND,PHARMAAND,UNRESOLVED,,UNRESOLVED (REVIEW),RUBRACA,RUCAPARIB,NDA209115,4,Efficacy Supplement Approval,2020-05-15,PRIORITY,,,ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/209115Orig1s004ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/209115s004lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209115,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,no sponsor_registry entry for 'pharmaand',Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA761034-27,Roche Holding AG,GENENTECH INC,NO_US_TICKER,SIX,NON-US LISTING ONLY,TECENTRIQ,ATEZOLIZUMAB,BLA761034,27,Efficacy Supplement Approval,2020-05-18,PRIORITY,,Programmed Death Receptor-1 Blocking Antibody [EPC],INTRAVENOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/761034Orig1s027ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761034s027lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761034,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-NDA208558-14,AstraZeneca PLC,ASTRAZENECA,AZN,NASDAQ,US-LISTED (ADR),LYNPARZA,OLAPARIB,NDA208558,14,Efficacy Supplement Approval,2020-05-19,PRIORITY,,Poly(ADP-Ribose) Polymerase Inhibitor [EPC],ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/208558Orig1s014ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/208558s014lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208558,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-NDA208772-8,Takeda Pharmaceutical Company Limited,TAKEDA PHARMS USA,TAK,NYSE,US-LISTED (ADR),ALUNBRIG,BRIGATINIB,NDA208772,8,Efficacy Supplement Approval,2020-05-22,PRIORITY,Orphan,Kinase Inhibitor [EPC],ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/208772Orig1s008ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/208772s008lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208772,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-NDA208065-16,AstraZeneca PLC,ASTRAZENECA,AZN,NASDAQ,US-LISTED (ADR),TAGRISSO,OSIMERTINIB,NDA208065,16,Efficacy Supplement Approval,2020-05-23,STANDARD,,Kinase Inhibitor [EPC],ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/208065Orig1s016ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/208065s016lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208065,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA103780-5203,Merck KGaA,SERONO INC,NO_US_TICKER,XETRA,NON-US LISTING ONLY,REBIF,INTERFERON BETA-1A,BLA103780,5203,Efficacy Supplement Approval,2020-05-26,STANDARD,,Interferon beta [EPC],SUBCUTANEOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/103780Orig1s5203s5207ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/103780s5203s5207lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103780,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125377-110,Bristol-Myers Squibb Company,BRISTOL MYERS SQUIBB,BMY,NYSE,US-LISTED,YERVOY,IPILIMUMAB,BLA125377,110,Efficacy Supplement Approval,2020-05-26,PRIORITY,,CTLA-4-directed Blocking Antibody [EPC],INTRAVENOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125377Orig1s110ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125377s110lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125377,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA125554-82,Bristol-Myers Squibb Company,BRISTOL MYERS SQUIBB,BMY,NYSE,US-LISTED,OPDIVO,NIVOLUMAB,BLA125554,82,Efficacy Supplement Approval,2020-05-26,PRIORITY,Orphan,Programmed Death Receptor-1 Blocking Antibody [EPC],INTRAVENOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/125554Orig1s082ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125554s082lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125554,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA761055-20,"Regeneron Pharmaceuticals, Inc.",REGENERON PHARMACEUTICALS,REGN,NASDAQ,US-LISTED,DUPIXENT,DUPILUMAB,BLA761055,20,Efficacy Supplement Approval,2020-05-26,PRIORITY,,Interleukin-4 Receptor alpha Antagonist [EPC],SUBCUTANEOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/761055Orig1s020ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761055s020lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761055,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-BLA761103-3,Pfizer Inc.,PFIZER INC,PFE,NYSE,US-LISTED,RUXIENCE,RITUXIMAB-PVVR,BLA761103,3,Efficacy Supplement Approval,2020-05-26,STANDARD,,CD20-directed Cytolytic Antibody [EPC],INTRAVENOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/761103Orig1s003ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761103s003lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761103,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2020-NDA050684-96,Pfizer Inc.,WYETH PHARMS,PFE,NYSE,US-LISTED,ZOSYN,PIPERACILLIN SODIUM; TAZOBACTAM SODIUM,NDA050684,96,Efficacy Supplement Approval,2020-05-26,STANDARD,,,,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2020/050684Orig1s096,050750Orig1s043ltr.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/050684s096,050750s043lbl.pdf",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050684,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20200101%20TO%2020201231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
