supplement_id,company_name,openfda_sponsor_name,ticker,exchange,us_investable_class,drug_brand,drug_generic,application_number,submission_number,decision_type,decision_date,review_priority,submission_property_type,pharm_class_epc,route,approval_letter_url,label_url,source_url_drugsatfda,source_query_url,verification_status,sponsor_resolution_basis,notes
S2011-BLA125019-194,Spectrum Pharmaceuticals,SPECTRUM PHARMS,SPPI,NASDAQ,US-LISTED,ZEVALIN,IBRITUMOMAB TIUXETAN,BLA125019,194,Efficacy Supplement Approval,2011-11-18,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/125019s0194ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/125019s0194lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125019,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20110101%20TO%2020111231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2011-NDA021462-29,Eli Lilly and Company,LILLY,LLY,NYSE,US-LISTED,ALIMTA,PEMETREXED DISODIUM,NDA021462,29,Efficacy Supplement Approval,2011-11-18,STANDARD,,,INTRAVENOUS,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021462s029,s030,s032ltr.pdf",http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021462s029s030s032lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021462,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20110101%20TO%2020111231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2011-NDA022068-8,Novartis AG,NOVARTIS,NVS,NYSE,US-LISTED (ADR),TASIGNA,NILOTINIB,NDA022068,8,Efficacy Supplement Approval,2011-11-18,STANDARD,,,ORAL,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022068s008,s009ltr.pdf",http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022068s008s009lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022068,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20110101%20TO%2020111231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2011-NDA050606-28,ANI Pharmaceuticals Inc,ANI PHARMS,ANIP,NASDAQ,US-LISTED,VANCOCIN,VANCOMYCIN HYDROCHLORIDE,NDA050606,28,Efficacy Supplement Approval,2011-12-14,STANDARD,,,ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/050606s028ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/050606s028lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050606,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20110101%20TO%2020111231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2011-NDA021957-4,AstraZeneca PLC,ASTRAZENECA,AZN,NASDAQ,US-LISTED (ADR),NEXIUM,ESOMEPRAZOLE MAGNESIUM,NDA021957,4,Efficacy Supplement Approval,2011-12-15,PRIORITY,,,ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021957s004ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021957s004lbl2.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021957,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20110101%20TO%2020111231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2011-NDA020864-18,Organon & Co.,ORGANON LLC,OGN,NYSE,US-LISTED,MAXALT,RIZATRIPTAN BENZOATE,NDA020864,18,Efficacy Supplement Approval,2011-12-16,PRIORITY,,,ORAL,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020864s011,s016,s017,s018,s019,020865s012,s016,s018,s020,s021ltr.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020864s011s016s017s018s019,020865s012s016s018s020s021lbl.pdf",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020864,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20110101%20TO%2020111231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2011-NDA020865-20,Organon & Co.,ORGANON,OGN,NYSE,US-LISTED,MAXALT-MLT,RIZATRIPTAN BENZOATE,NDA020865,20,Efficacy Supplement Approval,2011-12-16,PRIORITY,,,ORAL,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020864s011,s016,s017,s018,s019,020865s012,s016,s018,s020,s021ltr.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020864s011s016s017s018s019,020865s012s016s018s020s021lbl.pdf",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020865,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20110101%20TO%2020111231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2011-NDA021035-73,UCB S.A.,UCB INC,NO_US_TICKER,Euronext Brussels,NON-US LISTING ONLY,KEPPRA,LEVETIRACETAM,NDA021035,73,Efficacy Supplement Approval,2011-12-16,PRIORITY,,,ORAL,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021035s052,s073,s074,s083,s085,021505s019,s020,s025,s026ltr.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021035s052s073s074s083s085,021505s019s020s025s026lbl.pdf",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021035,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20110101%20TO%2020111231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2011-NDA021505-19,UCB S.A.,UCB INC,NO_US_TICKER,Euronext Brussels,NON-US LISTING ONLY,KEPPRA,LEVETIRACETAM,NDA021505,19,Efficacy Supplement Approval,2011-12-16,PRIORITY,,,ORAL,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021035s052,s073,s074,s083,s085,021505s019,s020,s025,s026ltr.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021035s052s073s074s083s085,021505s019s020s025s026lbl.pdf",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021505,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20110101%20TO%2020111231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2011-NDA021976-20,Johnson & Johnson,JANSSEN PRODS,JNJ,NYSE,US-LISTED,PREZISTA,DARUNAVIR,NDA021976,20,Efficacy Supplement Approval,2011-12-16,PRIORITY,,,ORAL,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/202895s000,021976s020ltr.pdf","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/202895,021976s020lbl.pdf",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021976,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20110101%20TO%2020111231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2011-NDA022350-4,AstraZeneca PLC,ASTRAZENECA AB,AZN,NASDAQ,US-LISTED (ADR),ONGLYZA,SAXAGLIPTIN HYDROCHLORIDE,NDA022350,4,Efficacy Supplement Approval,2011-12-16,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022350s004ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022350s004lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022350,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20110101%20TO%2020111231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2011-NDA021880-23,Bristol-Myers Squibb Company,BRISTOL MYERS SQUIBB,BMY,NYSE,US-LISTED,REVLIMID,LENALIDOMIDE,NDA021880,23,Efficacy Supplement Approval,2011-12-21,STANDARD,,Thalidomide Analog [EPC],ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021880s023ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021880s023lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021880,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20110101%20TO%2020111231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2011-NDA022145-22,Merck & Co.,MSD SUB MERCK,MRK,NYSE,US-LISTED,ISENTRESS,RALTEGRAVIR,NDA022145,22,Efficacy Supplement Approval,2011-12-21,PRIORITY,,,ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022145s022ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022145s022lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022145,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20110101%20TO%2020111231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA022465-7,Novartis AG,NOVARTIS,NVS,NYSE,US-LISTED (ADR),VOTRIENT,PAZOPANIB HYDROCHLORIDE,NDA022465,7,Efficacy Supplement Approval,2012-01-12,STANDARD,,,ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/022465s007ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022465s007lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022465,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA019599-11,LEGACY,LEGACY,UNRESOLVED,,UNRESOLVED (REVIEW),NAFTIN,NAFTIFINE HYDROCHLORIDE,NDA019599,11,Efficacy Supplement Approval,2012-01-13,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/019599s011ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/019599s011lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019599,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,no sponsor_registry entry for 'legacy',Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA050779-18,B. Braun SE,B BRAUN,NO_US_TICKER,,PRIVATE / NO EQUITY,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,NDA050779,18,Efficacy Supplement Approval,2012-01-13,STANDARD,,,INTRAVENOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/050779s018ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/050779s018lb.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050779,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA021356-38,"Gilead Sciences, Inc.",GILEAD SCIENCES INC,GILD,NASDAQ,US-LISTED,VIREAD,TENOFOVIR DISOPROXIL FUMARATE,NDA021356,38,Efficacy Supplement Approval,2012-01-18,PRIORITY,,,ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/021356s038ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021356s038lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021356,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-BLA125104-576,Biogen Inc.,BIOGEN IDEC,BIIB,NASDAQ,US-LISTED,TYSABRI,NATALIZUMAB,BLA125104,576,Efficacy Supplement Approval,2012-01-20,STANDARD,,Integrin Receptor Antagonist [EPC],INTRAVENOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/125104s576ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/125104s0576lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125104,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA021602-27,Takeda Pharmaceutical Company Limited,TAKEDA PHARMS USA,TAK,NYSE,US-LISTED (ADR),VELCADE,BORTEZOMIB,NDA021602,27,Efficacy Supplement Approval,2012-01-23,STANDARD,,Proteasome Inhibitor [EPC],INTRAVENOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/021602s027ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021602s027lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021602,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA021445-33,Organon & Co.,ORGANON,OGN,NYSE,US-LISTED,ZETIA,EZETIMIBE,NDA021445,33,Efficacy Supplement Approval,2012-01-24,STANDARD,,Dietary Cholesterol Absorption Inhibitor [EPC],ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/021445s033ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021445s033lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021445,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA021687-39,Organon & Co.,ORGANON,OGN,NYSE,US-LISTED,VYTORIN,EZETIMIBE AND SIMVASTATIN,NDA021687,39,Efficacy Supplement Approval,2012-01-24,STANDARD,,HMG-CoA Reductase Inhibitor [EPC]; Dietary Cholesterol Absorption Inhibitor [EPC],ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/021687s039ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021687s039lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021687,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA021588-35,Novartis AG,NOVARTIS,NVS,NYSE,US-LISTED (ADR),GLEEVEC,IMATINIB MESYLATE,NDA021588,35,Efficacy Supplement Approval,2012-01-31,PRIORITY,,,ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/021588s035ltr_cor.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021588s035lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021588,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA021977-22,Takeda Pharmaceutical Company Limited,TAKEDA PHARMS USA,TAK,NYSE,US-LISTED (ADR),VYVANSE,LISDEXAMFETAMINE DIMESYLATE,NDA021977,22,Efficacy Supplement Approval,2012-01-31,STANDARD,,,ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/021977s022ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021977s022lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021977,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA020785-40,Bristol-Myers Squibb Company,BRISTOL-MYERS,BMY,NYSE,US-LISTED,THALOMID,THALIDOMIDE,NDA020785,40,Efficacy Supplement Approval,2012-02-03,STANDARD,,,ORAL,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020785s035,s040,s043ltr.pdf",http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020785s035s040s043lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020785,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA020363-38,Novartis AG,NOVARTIS,NVS,NYSE,US-LISTED (ADR),FAMVIR,FAMCICLOVIR,NDA020363,38,Efficacy Supplement Approval,2012-02-09,STANDARD,,,,"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020363s038,s040ltr.pdf",http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/020363s038s040lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020363,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA021098-19,Bayer AG,BAYER HLTHCARE,BAYRY,OTC ADR; primary XETRA:BAYN,US-LISTED (ADR),YASMIN,DROSPIRENONE AND ETHINYL ESTRADIOL,NDA021098,19,Efficacy Supplement Approval,2012-02-13,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/021098s019ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/021098s019lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021098,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA022252-1,Bayer AG,BAYER HLTHCARE,BAYRY,OTC ADR; primary XETRA:BAYN,US-LISTED (ADR),NATAZIA,ESTRADIOL VALERATE AND ESTRADIOL VALERATE/DIENOGEST,NDA022252,1,Efficacy Supplement Approval,2012-02-13,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/022252s001ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022252s001lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022252,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2012-NDA022532-1,Bayer AG,BAYER HLTHCARE,BAYRY,OTC ADR; primary XETRA:BAYN,US-LISTED (ADR),DROSPIRENONE/ETHINYL ESTRADIOL/LEVOMEFOLATE CALCIUM AND LEVOMEFOLATE CALCIUM,DROSPIRENONE/ETHINYL ESTRADIOL/LEVOMEFOLATE CALCIUM AND LEVOMEFOLATE CALCIUM,NDA022532,1,Efficacy Supplement Approval,2012-02-13,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/022532s001ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022532s001lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022532,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20120101%20TO%2020121231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
