orig_id,company_name,openfda_sponsor_name,ticker,exchange,us_investable_class,drug_brand,drug_generic,application_number,application_kind,decision_type,decision_date,chemical_type_code,chemical_type_description,chemical_type_group,review_priority,dosage_form,route,pharm_class_epc,source_url_1,source_url_2,source_query_url,verification_status,sponsor_resolution_basis,notes
O-NDA050775,AbbVie Inc.,ABBVIE,ABBV,NYSE,US-LISTED,BIAXIN XL,CLARITHROMYCIN 500MG,NDA050775,NDA,Original Approval (non-NME),2000-03-03,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,"TABLET, EXTENDED RELEASE",ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050775,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA050775""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA021043,Bayer AG,BAYER HEALTHCARE LLC,BAYRY,OTC ADR; primary XETRA:BAYN,US-LISTED (ADR),RID MOUSSE,PIPERONYL BUTOXIDE 4%; PYRETHRINS EQ 0.33% BASE,NDA021043,NDA,Original Approval (non-NME),2000-03-07,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,AEROSOL,TOPICAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021043,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021043""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA021037,Bayer AG,BAYER HLTHCARE,BAYRY,OTC ADR; primary XETRA:BAYN,US-LISTED (ADR),MAGNEVIST,GADOPENTETATE DIMEGLUMINE 469.01MG/ML,NDA021037,NDA,Original Approval (non-NME),2000-03-10,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,INJECTABLE,INJECTION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021037,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021037""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA021124,KARO HLTHCARE,KARO HLTHCARE,UNRESOLVED,,UNRESOLVED (REVIEW),LAMISIL AT,TERBINAFINE HYDROCHLORIDE,NDA021124,NDA,Original Approval (non-NME),2000-03-17,TYPE 8,Type 8 - Partial Rx to OTC Switch,Type 8 — Partial Rx-to-OTC,STANDARD,SOLUTION; SPRAY,TOPICAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021124,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021124""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'karo',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
O-NDA021027,Sanofi,SANOFI,SNY,NASDAQ,US-LISTED (ADR),HECTOROL,DOXERCALCIFEROL 2MCG/ML (2MCG/ML),NDA021027,NDA,Original Approval (non-NME),2000-04-06,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,INJECTABLE,INJECTION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021027,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021027""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA021086,CHEPLAPHARM Arzneimittel GmbH,CHEPLAPHARM,NO_US_TICKER,,PRIVATE / NO EQUITY,ZYPREXA ZYDIS,OLANZAPINE,NDA021086,NDA,Original Approval (non-NME),2000-04-06,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,"TABLET, ORALLY DISINTEGRATING",ORAL,Atypical Antipsychotic [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021086,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021086""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA021103,Novo Nordisk A/S,NOVO NORDISK,NVO,NYSE,US-LISTED (ADR),ACTIVELLA,ESTRADIOL 1MG/0.5MG; NORETHINDRONE ACETATE,NDA021103,NDA,Original Approval (non-NME),2000-04-11,TYPE 6,Type 6 - New Indication (no longer used),New indication filed as distinct original,STANDARD,TABLET,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021103,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021103""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA021143,Sun Pharmaceutical Industries Ltd,SUN PHARMA CANADA,NO_US_TICKER,NSE/BSE,NON-US LISTING ONLY,TRIVAGIZOLE 3,CLOTRIMAZOLE,NDA021143,NDA,Original Approval (non-NME),2000-04-12,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,CREAM,VAGINAL,Azole Antifungal [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021143,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021143""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA021131,Pfizer Inc.,PFIZER,PFE,NYSE,US-LISTED,ZYVOX,LINEZOLID,NDA021131,NDA,Original Approval (non-NME),2000-04-18,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,PRIORITY,SOLUTION,INTRAVENOUS,Oxazolidinone Antibacterial [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021131,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021131""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA021132,Pfizer Inc.,PFIZER,PFE,NYSE,US-LISTED,ZYVOX,LINEZOLID,NDA021132,NDA,Original Approval (non-NME),2000-04-18,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,PRIORITY,FOR SUSPENSION,ORAL,Oxazolidinone Antibacterial [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021132,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021132""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA021025,Novartis AG,NOVARTIS,NVS,NYSE,US-LISTED (ADR),EXELON,RIVASTIGMINE TARTRATE EQ 2MG BASE/ML,NDA021025,NDA,Original Approval (non-NME),2000-04-21,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,SOLUTION,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021025,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021025""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA021134,Viatris Inc,VIATRIS,VTRS,NASDAQ,US-LISTED,NITROSTAT,NITROGLYCERIN,NDA021134,NDA,Original Approval (non-NME),2000-05-01,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,TABLET,SUBLINGUAL,Nitrate Vasodilator [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021134,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021134""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA021163,Sandoz Group AG,SANDOZ CANADA INC,NO_US_TICKER,SIX,NON-US LISTING ONLY,INFUVITE ADULT,MULTIPLE VITAMINS INJECTION,NDA021163,NDA,Original Approval (non-NME),2000-05-18,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,SOLUTION,INTRAVENOUS,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021163,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021163""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA021127,RISING,RISING,UNRESOLVED,,UNRESOLVED (REVIEW),OPTIVAR,AZELASTINE HYDROCHLORIDE 0.05%,NDA021127,NDA,Original Approval (non-NME),2000-05-22,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,SOLUTION/DROPS,OPHTHALMIC,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021127,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021127""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'rising',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
O-NDA020748,Galderma Group AG,GALDERMA LABS LP,GALDY,OTC,US-LISTED (ADR),DIFFERIN,ADAPALENE,NDA020748,NDA,Original Approval (non-NME),2000-05-26,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,CREAM,TOPICAL,Retinoid [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020748,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020748""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA021141,Cosette Pharmaceuticals Inc.,COSETTE,NO_US_TICKER,,PRIVATE / NO EQUITY,WELCHOL,COLESEVELAM HYDROCHLORIDE 375MG,NDA021141,NDA,Original Approval (non-NME),2000-05-26,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,CAPSULE,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021141,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021141""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA021142,QUAGEN,QUAGEN,UNRESOLVED,,UNRESOLVED (REVIEW),OLUX,CLOBETASOL PROPIONATE 0.05%,NDA021142,NDA,Original Approval (non-NME),2000-05-26,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,"AEROSOL, FOAM",TOPICAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021142,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021142""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'quagen',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
O-BLA021148,Novo Nordisk A/S,NOVO NORDISK INC,NVO,NYSE,US-LISTED (ADR),NORDITROPIN FLEXPRO,SOMATROPIN,BLA021148,BLA,Original Approval (non-NME),2000-06-20,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,INJECTABLE,SUBCUTANEOUS,Recombinant Human Growth Hormone [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021148,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA021148""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA021056,Bausch Health Companies Inc.,BAUSCH,BHC,NYSE,US-LISTED,TARGRETIN,BEXAROTENE,NDA021056,NDA,Original Approval (non-NME),2000-06-28,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,PRIORITY,GEL,TOPICAL,Retinoid [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021056,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021056""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA021179,Sanofi,GENZYME,SNY,NASDAQ,US-LISTED (ADR),RENAGEL,SEVELAMER HYDROCHLORIDE 400MG,NDA021179,NDA,Original Approval (non-NME),2000-07-12,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,TABLET,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021179,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021179""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA020832,Becton Dickinson and Company,BECTON DICKINSON CO,BDX,NYSE,US-LISTED,CHLORAPREP ONE-STEP,CHLORHEXIDINE GLUCONATE AND ISOPROPYL ALCOHOL,NDA020832,NDA,Original Approval (non-NME),2000-07-14,TYPE 4,Type 4 - New Combination,Type 4 — New combination,STANDARD,SPONGE,TOPICAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020832,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020832""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA021078,GlaxoSmithKline plc,GLAXOSMITHKLINE,GSK,NYSE,US-LISTED,MALARONE PEDIATRIC,ATOVAQUONE AND PROGUANIL HYDROCHLORIDE,NDA021078,NDA,Original Approval (non-NME),2000-07-14,TYPE 4,Type 4 - New Combination,Type 4 — New combination,PRIORITY,TABLET,ORAL,Antimalarial [EPC]; Antiprotozoal [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021078,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021078""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA021145,AbbVie Inc.,ABBVIE,ABBV,NYSE,US-LISTED,VANIQA,EFLORNITHINE HYDROCHLORIDE 13.9%,NDA021145,NDA,Original Approval (non-NME),2000-07-27,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,CREAM,TOPICAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021145,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021145""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA050779,B. Braun SE,B BRAUN,NO_US_TICKER,,PRIVATE / NO EQUITY,CEFAZOLIN AND DEXTROSE,CEFAZOLIN SODIUM,NDA050779,NDA,Original Approval (non-NME),2000-07-27,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,INJECTABLE,INTRAVENOUS,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050779,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA050779""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA021178,Bristol-Myers Squibb Company,BRISTOL MYERS SQUIBB,BMY,NYSE,US-LISTED,GLUCOVANCE,GLYBURIDE 2.5MG; METFORMIN HYDROCHLORIDE 500MG,NDA021178,NDA,Original Approval (non-NME),2000-07-31,TYPE 3/4,Type 3 - New Dosage Form and Type 4 - New Combination,Type 3 — New dosage form,STANDARD,TABLET,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021178,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021178""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
