orig_id,company_name,openfda_sponsor_name,ticker,exchange,us_investable_class,drug_brand,drug_generic,application_number,application_kind,decision_type,decision_date,chemical_type_code,chemical_type_description,chemical_type_group,review_priority,dosage_form,route,pharm_class_epc,source_url_1,source_url_2,source_query_url,verification_status,sponsor_resolution_basis,notes
O-NDA019897,POPULATION COUNCIL,POPULATION COUNCIL,UNRESOLVED,,UNRESOLVED (REVIEW),NORPLANT,LEVONORGESTREL 36MG/IMPLANT,NDA019897,NDA,Original Approval (non-NME),1990-12-10,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,PRIORITY,IMPLANT,IMPLANTATION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019897,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019897""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19900101%20TO%2019901231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'population council',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
O-NDA019976,Fresenius Medical Care AG,FRESENIUS MEDCL CARE,FMS,NYSE,US-LISTED (ADR),PHOSLO,CALCIUM ACETATE 667MG,NDA019976,NDA,Original Approval (non-NME),1990-12-10,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,PRIORITY,TABLET,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019976,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019976""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19900101%20TO%2019901231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA020088,Pfizer Inc.,WYETH PHARMS INC,PFE,NYSE,US-LISTED,NORPLANT SYSTEM IN PLASTIC CONTAINER,LEVONORGESTREL 36MG/IMPLANT,NDA020088,NDA,Original Approval (non-NME),1990-12-10,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,PRIORITY,IMPLANT,IMPLANTATION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020088,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020088""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19900101%20TO%2019901231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA019795,Teva Pharmaceutical Industries Ltd,TEVA BRANDED PHARM,TEVA,NYSE,US-LISTED (ADR),CONDYLOX,PODOFILOX 0.5%,NDA019795,NDA,Original Approval (non-NME),1990-12-13,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,PRIORITY,SOLUTION,TOPICAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019795,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019795""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19900101%20TO%2019901231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA019817,Boehringer Ingelheim GmbH,BOEHRINGER INGELHEIM,NO_US_TICKER,,PRIVATE / NO EQUITY,IV PERSANTINE,DIPYRIDAMOLE 5MG/ML,NDA019817,NDA,Original Approval (non-NME),1990-12-13,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,PRIORITY,INJECTABLE,INJECTION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019817,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019817""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19900101%20TO%2019901231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA050630,Merck & Co.,MERCK,MRK,NYSE,US-LISTED,PRIMAXIN,CILASTATIN SODIUM EQ 500MG BASE/VIAL; IMIPENEM 500MG/VIAL,NDA050630,NDA,Original Approval (non-NME),1990-12-14,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,POWDER,INTRAMUSCULAR,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050630,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA050630""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19900101%20TO%2019901231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA019919,Viatris Inc,MEDA PHARMS,VTRS,NASDAQ,US-LISTED,ROWASA,MESALAMINE 500MG,NDA019919,NDA,Original Approval (non-NME),1990-12-18,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,SUPPOSITORY,RECTAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019919,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019919""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19900101%20TO%2019901231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA019958,Sandoz Group AG,FOUGERA,NO_US_TICKER,SIX,NON-US LISTING ONLY,CUTIVATE,FLUTICASONE PROPIONATE 0.05%,NDA019958,NDA,Original Approval (non-NME),1990-12-18,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,CREAM,TOPICAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019958,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019958""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19900101%20TO%2019901231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA019776,Ferring Pharmaceuticals,FERRING,NO_US_TICKER,,PRIVATE / NO EQUITY,CONCENTRAID,DESMOPRESSIN ACETATE 0.01%,NDA019776,NDA,Original Approval (non-NME),1990-12-26,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,SOLUTION,NASAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019776,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019776""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19900101%20TO%2019901231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA019847,Bayer AG,BAYER HLTHCARE,BAYRY,OTC ADR; primary XETRA:BAYN,US-LISTED (ADR),CIPRO,CIPROFLOXACIN 1200MG/120ML (10MG/ML),NDA019847,NDA,Original Approval (non-NME),1990-12-26,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,INJECTABLE,INJECTION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019847,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019847""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19900101%20TO%2019901231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA019857,Bayer AG,BAYER HLTHCARE,BAYRY,OTC ADR; primary XETRA:BAYN,US-LISTED (ADR),CIPRO IN DEXTROSE 5% IN PLASTIC CONTAINER,CIPROFLOXACIN 400MG/200ML,NDA019857,NDA,Original Approval (non-NME),1990-12-26,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,INJECTABLE,INJECTION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019857,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019857""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19900101%20TO%2019901231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA019858,Bayer AG,BAYER PHARMS,BAYRY,OTC ADR; primary XETRA:BAYN,US-LISTED (ADR),CIPRO IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,CIPROFLOXACIN 200MG/100ML,NDA019858,NDA,Original Approval (non-NME),1990-12-26,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,INJECTABLE,INJECTION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019858,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019858""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19900101%20TO%2019901231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA019967,SUN PHARM INDS INC,SUN PHARM INDS INC,UNRESOLVED,,UNRESOLVED (REVIEW),ULTRAVATE,HALOBETASOL PROPIONATE 0.05%,NDA019967,NDA,Original Approval (non-NME),1990-12-27,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,CREAM,TOPICAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019967,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019967""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19900101%20TO%2019901231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'sun inds',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
O-NDA019001,MEDPOINTE PHARM HLC,MEDPOINTE PHARM HLC,UNRESOLVED,,UNRESOLVED (REVIEW),BEPADIN,BEPRIDIL HYDROCHLORIDE 300MG,NDA019001,NDA,Original Approval (non-NME),1990-12-28,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,TABLET,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019001,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019001""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19900101%20TO%2019901231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme; FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'medpointe hlc',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme FLAGGED: sponsor not resolved to a listed security"
O-NDA019992,Sandoz Group AG,SANDOZ,NO_US_TICKER,SIX,NON-US LISTING ONLY,CILOXAN,CIPROFLOXACIN HYDROCHLORIDE,NDA019992,NDA,Original Approval (non-NME),1990-12-31,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,SOLUTION/DROPS,OPHTHALMIC,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019992,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019992""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19900101%20TO%2019901231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA019964,Johnson & Johnson,JANSSEN PHARMS,JNJ,NYSE,US-LISTED,TERAZOL 3,TERCONAZOLE 0.8%,NDA019964,NDA,Original Approval (non-NME),1991-02-21,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,CREAM,VAGINAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019964,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019964""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA020037,Novartis AG,NOVARTIS,NVS,NYSE,US-LISTED (ADR),VOLTAREN,DICLOFENAC SODIUM 0.1%,NDA020037,NDA,Original Approval (non-NME),1991-03-28,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,PRIORITY,SOLUTION/DROPS,OPHTHALMIC,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020037,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020037""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA019797,Azurity Pharmaceuticals Inc.,AZURITY,NO_US_TICKER,,PRIVATE / NO EQUITY,NULYTELY,"POLYETHYLENE GLYCOL 3350, SODIUM CHLORIDE, SODIUM BICARBONATE, POTASSIUM CHLORIDE",NDA019797,NDA,Original Approval (non-NME),1991-04-22,TYPE 4,Type 4 - New Combination,Type 4 — New combination,STANDARD,FOR SOLUTION,ORAL,Osmotic Laxative [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019797,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019797""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA020101,Eli Lilly and Company,LILLY,LLY,NYSE,US-LISTED,PROZAC,FLUOXETINE HYDROCHLORIDE EQ 20MG BASE/5ML,NDA020101,NDA,Original Approval (non-NME),1991-04-24,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,PRIORITY,SOLUTION,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020101,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020101""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA020089,PHARMOBEDIENT,PHARMOBEDIENT,UNRESOLVED,,UNRESOLVED (REVIEW),ZOVIRAX,ACYCLOVIR 400MG,NDA020089,NDA,Original Approval (non-NME),1991-04-30,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,TABLET,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020089,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020089""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'pharmobedient',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
O-NDA019856,Organon & Co.,ORGANON LLC,OGN,NYSE,US-LISTED,SINEMET CR,CARBIDOPA 25MG; LEVODOPA 100MG,NDA019856,NDA,Original Approval (non-NME),1991-05-30,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,"TABLET, EXTENDED RELEASE",ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019856,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019856""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA019981,CURIUM,CURIUM,UNRESOLVED,,UNRESOLVED (REVIEW),ULTRATAG,KIT FOR THE PREPARATION OF TECHNETIUM TC 99M RED BLOOD CELLS,NDA019981,NDA,Original Approval (non-NME),1991-06-10,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,INJECTABLE,INJECTION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019981,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019981""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'curium',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
O-NDA019757,Merck & Co.,MERCK,MRK,NYSE,US-LISTED,CHIBROXIN,NORFLOXACIN 0.3%,NDA019757,NDA,Original Approval (non-NME),1991-06-17,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,SOLUTION/DROPS,OPHTHALMIC,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019757,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA019757""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-BLA019938,Novo Nordisk A/S,NOVO NORDISK INC,NVO,NYSE,US-LISTED (ADR),NOVOLIN R,HUMAN INSULIN,BLA019938,BLA,Original Approval (non-NME),1991-06-25,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,INJECTABLE,SUBCUTANEOUS,Insulin [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019938,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA019938""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-BLA019991,Novo Nordisk A/S,NOVO NORDISK INC,NVO,NYSE,US-LISTED (ADR),NOVOLIN 70/30,HUMAN INSULIN,BLA019991,BLA,Original Approval (non-NME),1991-06-25,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,INJECTABLE,SUBCUTANEOUS,Insulin [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019991,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA019991""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-BLA019959,Novo Nordisk A/S,NOVO NORDISK INC,NVO,NYSE,US-LISTED (ADR),NOVOLIN N,HUMAN INSULIN,BLA019959,BLA,Original Approval (non-NME),1991-07-01,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,INJECTABLE,SUBCUTANEOUS,Insulin [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019959,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA019959""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA020047,Baxter International Inc.,BAXTER HLTHCARE,BAX,NYSE,US-LISTED,DEXTROSE 60% IN PLASTIC CONTAINER,DEXTROSE MONOHYDRATE,NDA020047,NDA,Original Approval (non-NME),1991-07-02,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,INJECTABLE,INTRAVENOUS,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020047,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020047""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19910101%20TO%2019911231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
